Date Time,Temp [°C],Wind [m/s],Price [c/kWh],hour,day_of_week,month
2023-05-30 10:00:00,9.8,3.4,6.449,10,1,5
2023-05-30 11:00:00,10.4,3.6,5.736,11,1,5
2023-05-30 12:00:00,11.5,3.1,1.963,12,1,5
2023-05-30 13:00:00,12.2,3.4,1.31,13,1,5
2023-05-30 14:00:00,12.8,4.4,1.192,14,1,5
2023-05-30 15:00:00,13.7,4.7,0.955,15,1,5
2023-05-30 16:00:00,14.3,4.3,0.98,16,1,5
2023-05-30 17:00:00,14.2,4.5,0.595,17,1,5
2023-05-30 18:00:00,14.7,4.6,0.246,18,1,5
2023-05-30 19:00:00,14.5,5.0,0.173,19,1,5
2023-05-30 20:00:00,13.7,4.7,0.011,20,1,5
2023-05-31 05:00:00,7.6,4.3,0.034,5,2,5
2023-05-31 06:00:00,8.1,5.0,0.117,6,2,5
2023-05-31 07:00:00,8.9,5.7,0.12,7,2,5
2023-05-31 08:00:00,9.4,4.4,0.098,8,2,5
2023-05-31 09:00:00,10.5,4.1,0.011,9,2,5
2023-05-31 10:00:00,12.2,4.9,0.01,10,2,5
2023-05-31 14:00:00,14.9,7.3,0.0,14,2,5
2023-05-31 15:00:00,15.0,7.5,0.0,15,2,5
2023-05-31 16:00:00,14.5,6.5,0.001,16,2,5
2023-05-31 17:00:00,14.3,6.2,0.0,17,2,5
2023-05-31 18:00:00,14.4,6.0,0.0,18,2,5
2023-05-31 19:00:00,14.2,5.3,0.001,19,2,5
2023-05-31 20:00:00,13.9,5.6,0.001,20,2,5
2023-05-31 21:00:00,12.6,5.3,0.0,21,2,5
2023-05-31 22:00:00,12.0,5.0,0.009,22,2,5
2023-05-31 23:00:00,10.9,5.2,0.006,23,2,5
2023-06-01 00:00:00,9.9,4.2,0.001,0,3,6
2023-06-01 01:00:00,9.0,4.2,0.008,1,3,6
2023-06-01 02:00:00,8.7,4.8,0.135,2,3,6
2023-06-01 03:00:00,7.9,4.9,0.207,3,3,6
2023-06-01 04:00:00,6.7,4.7,0.397,4,3,6
2023-06-01 05:00:00,6.0,4.2,0.745,5,3,6
2023-06-01 06:00:00,6.0,4.5,1.268,6,3,6
2023-06-01 07:00:00,6.5,4.1,0.86,7,3,6
2023-06-01 08:00:00,7.0,4.8,0.787,8,3,6
2023-06-01 09:00:00,7.1,4.6,0.664,9,3,6
2023-06-01 10:00:00,6.8,4.3,0.51,10,3,6
2023-06-01 11:00:00,7.5,4.7,0.494,11,3,6
2023-06-01 12:00:00,7.5,5.3,0.301,12,3,6
2023-06-01 13:00:00,7.9,5.4,0.498,13,3,6
2023-06-01 14:00:00,7.4,5.5,0.497,14,3,6
2023-06-01 15:00:00,4.0,4.7,0.497,15,3,6
2023-06-01 16:00:00,5.1,4.6,0.587,16,3,6
2023-06-01 17:00:00,5.0,4.9,0.69,17,3,6
2023-06-01 18:00:00,7.5,5.0,0.787,18,3,6
2023-06-01 19:00:00,8.0,4.4,0.942,19,3,6
2023-06-01 20:00:00,8.3,5.8,0.867,20,3,6
2023-06-01 21:00:00,7.2,7.2,0.499,21,3,6
2023-06-01 22:00:00,6.2,6.3,0.202,22,3,6
2023-06-01 23:00:00,5.1,5.1,0.167,23,3,6
2023-06-02 00:00:00,4.4,4.2,0.153,0,4,6
2023-06-02 01:00:00,4.1,5.2,0.156,1,4,6
2023-06-02 02:00:00,3.3,4.2,0.213,2,4,6
2023-06-02 03:00:00,3.2,5.4,0.374,3,4,6
2023-06-02 04:00:00,2.8,5.1,0.876,4,4,6
2023-06-02 05:00:00,2.8,4.2,1.04,5,4,6
2023-06-02 06:00:00,2.7,2.8,1.65,6,4,6
2023-06-02 07:00:00,3.0,2.1,1.735,7,4,6
2023-06-02 08:00:00,3.4,3.2,1.754,8,4,6
2023-06-02 09:00:00,4.2,4.2,1.759,9,4,6
2023-06-02 10:00:00,5.3,4.5,1.748,10,4,6
2023-06-02 11:00:00,5.5,5.4,1.764,11,4,6
2023-06-02 12:00:00,6.0,5.3,1.794,12,4,6
2023-06-02 13:00:00,6.6,5.9,1.921,13,4,6
2023-06-02 14:00:00,6.2,5.6,2.836,14,4,6
2023-06-02 15:00:00,6.0,4.4,4.007,15,4,6
2023-06-02 16:00:00,7.2,5.8,5.497,16,4,6
2023-06-02 17:00:00,8.2,5.7,5.693,17,4,6
2023-06-02 18:00:00,8.2,5.7,5.624,18,4,6
2023-06-02 19:00:00,7.9,5.0,5.54,19,4,6
2023-06-02 20:00:00,8.3,4.5,5.353,20,4,6
2023-06-02 21:00:00,8.2,4.3,3.535,21,4,6
2023-06-02 22:00:00,8.1,3.5,3.21,22,4,6
2023-06-02 23:00:00,6.9,1.8,2.514,23,4,6
2023-06-03 00:00:00,5.4,1.9,2.145,0,5,6
2023-06-03 01:00:00,5.1,2.5,1.86,1,5,6
2023-06-03 02:00:00,4.4,2.5,1.802,2,5,6
2023-06-03 03:00:00,3.7,2.2,1.946,3,5,6
2023-06-03 04:00:00,3.3,1.8,2.32,4,5,6
2023-06-03 05:00:00,1.3,0.8,3.453,5,5,6
2023-06-03 06:00:00,2.1,0.7,3.725,6,5,6
2023-06-03 07:00:00,4.4,0.6,3.189,7,5,6
2023-06-03 08:00:00,5.3,0.6,2.233,8,5,6
2023-06-03 09:00:00,6.8,0.5,0.623,9,5,6
2023-06-03 10:00:00,8.6,0.8,0.259,10,5,6
2023-06-03 11:00:00,9.5,2.4,0.222,11,5,6
2023-06-03 12:00:00,11.0,2.8,0.178,12,5,6
2023-06-03 13:00:00,12.4,3.5,0.161,13,5,6
2023-06-03 14:00:00,12.6,4.7,0.538,14,5,6
2023-06-03 15:00:00,13.7,6.5,1.396,15,5,6
2023-06-03 16:00:00,13.7,6.6,1.967,16,5,6
2023-06-03 17:00:00,13.3,6.7,1.615,17,5,6
2023-06-03 18:00:00,12.4,6.4,1.308,18,5,6
2023-06-03 19:00:00,11.0,6.2,1.151,19,5,6
2023-06-03 20:00:00,9.3,4.0,0.994,20,5,6
2023-06-03 21:00:00,9.3,3.8,0.887,21,5,6
2023-06-03 22:00:00,9.1,5.2,0.719,22,5,6
2023-06-03 23:00:00,8.6,5.3,0.722,23,5,6
2023-06-04 00:00:00,8.2,4.3,0.737,0,6,6
2023-06-04 01:00:00,7.9,5.1,0.731,1,6,6
2023-06-04 02:00:00,7.2,4.6,0.814,2,6,6
2023-06-04 03:00:00,7.1,3.9,0.917,3,6,6
2023-06-04 04:00:00,7.1,2.7,1.017,4,6,6
2023-06-04 05:00:00,7.4,3.0,1.205,5,6,6
2023-06-04 06:00:00,7.5,2.8,1.387,6,6,6
2023-06-04 07:00:00,7.9,2.9,1.726,7,6,6
2023-06-04 08:00:00,8.4,3.4,0.822,8,6,6
2023-06-04 09:00:00,9.9,4.3,0.449,9,6,6
2023-06-04 10:00:00,10.7,3.8,0.406,10,6,6
2023-06-04 11:00:00,11.7,4.3,0.363,11,6,6
2023-06-04 12:00:00,12.0,4.7,0.305,12,6,6
2023-06-04 13:00:00,12.3,4.7,0.3,13,6,6
2023-06-04 14:00:00,12.9,4.4,0.501,14,6,6
2023-06-04 15:00:00,13.0,4.6,1.54,15,6,6
2023-06-04 16:00:00,13.4,4.6,1.549,16,6,6
2023-06-04 17:00:00,13.6,5.1,1.59,17,6,6
2023-06-04 18:00:00,13.6,5.0,1.318,18,6,6
2023-06-04 19:00:00,13.4,4.0,1.244,19,6,6
2023-06-04 20:00:00,13.5,3.9,0.955,20,6,6
2023-06-04 21:00:00,13.1,3.4,0.655,21,6,6
2023-06-04 22:00:00,12.6,3.0,0.117,22,6,6
2023-06-04 23:00:00,11.7,3.7,0.001,23,6,6
2023-06-05 00:00:00,10.2,4.1,0.0,0,0,6
2023-06-05 02:00:00,8.7,4.6,0.0,2,0,6
2023-06-05 03:00:00,7.9,5.1,0.001,3,0,6
2023-06-05 04:00:00,8.0,5.0,0.257,4,0,6
2023-06-05 05:00:00,8.2,3.7,0.49,5,0,6
2023-06-05 06:00:00,8.1,3.6,0.673,6,0,6
2023-06-05 07:00:00,8.3,4.4,0.648,7,0,6
2023-06-05 08:00:00,9.4,5.0,0.501,8,0,6
2023-06-05 09:00:00,10.7,5.6,0.502,9,0,6
2023-06-05 10:00:00,11.9,5.5,0.499,10,0,6
2023-06-05 11:00:00,13.3,6.8,0.509,11,0,6
2023-06-05 12:00:00,14.6,7.7,0.511,12,0,6
2023-06-05 13:00:00,15.5,8.5,0.537,13,0,6
2023-06-05 14:00:00,15.8,8.5,0.498,14,0,6
2023-06-05 15:00:00,15.6,8.3,0.538,15,0,6
2023-06-05 16:00:00,15.2,7.9,0.617,16,0,6
2023-06-05 17:00:00,15.2,7.8,0.766,17,0,6
2023-06-05 18:00:00,15.1,8.2,0.809,18,0,6
2023-06-05 19:00:00,15.2,6.4,0.801,19,0,6
2023-06-05 20:00:00,14.6,6.8,0.421,20,0,6
2023-06-06 00:00:00,10.9,3.7,0.0,0,1,6
2023-06-06 01:00:00,10.0,3.5,0.259,1,1,6
2023-06-06 02:00:00,8.2,3.1,0.978,2,1,6
2023-06-06 03:00:00,8.4,3.5,1.433,3,1,6
2023-06-06 04:00:00,7.8,3.4,1.825,4,1,6
2023-06-06 05:00:00,6.2,2.7,2.211,5,1,6
2023-06-06 06:00:00,7.0,1.1,2.673,6,1,6
2023-06-06 07:00:00,8.4,2.1,2.692,7,1,6
2023-06-06 08:00:00,9.6,1.8,2.48,8,1,6
2023-06-06 09:00:00,10.2,1.8,2.17,9,1,6
2023-06-06 10:00:00,11.1,1.6,2.199,10,1,6
2023-06-06 11:00:00,11.9,1.8,1.93,11,1,6
2023-06-06 12:00:00,12.7,1.4,1.924,12,1,6
2023-06-06 13:00:00,13.2,1.9,1.888,13,1,6
2023-06-06 14:00:00,13.6,2.9,1.934,14,1,6
2023-06-06 15:00:00,13.2,2.9,2.179,15,1,6
2023-06-06 16:00:00,11.4,3.3,2.493,16,1,6
2023-06-06 17:00:00,10.3,3.9,2.542,17,1,6
2023-06-06 18:00:00,10.0,3.5,2.19,18,1,6
2023-06-06 19:00:00,10.6,2.9,2.06,19,1,6
2023-06-06 20:00:00,11.3,3.9,1.921,20,1,6
2023-06-06 21:00:00,11.1,4.0,1.833,21,1,6
2023-06-06 22:00:00,10.6,3.4,2.284,22,1,6
2023-06-06 23:00:00,9.7,3.9,2.184,23,1,6
2023-06-07 00:00:00,8.3,2.6,2.101,0,2,6
2023-06-07 01:00:00,7.4,2.2,2.156,1,2,6
2023-06-07 02:00:00,5.5,0.8,2.252,2,2,6
2023-06-07 03:00:00,5.5,1.0,2.647,3,2,6
2023-06-07 04:00:00,4.8,1.1,3.402,4,2,6
2023-06-07 05:00:00,3.1,2.3,4.092,5,2,6
2023-06-07 06:00:00,4.7,1.3,4.865,6,2,6
2023-06-07 07:00:00,7.0,0.9,4.092,7,2,6
2023-06-07 08:00:00,7.9,1.3,3.686,8,2,6
2023-06-07 09:00:00,9.6,1.2,3.459,9,2,6
2023-06-07 10:00:00,10.9,2.7,2.996,10,2,6
2023-06-07 11:00:00,12.2,4.2,2.763,11,2,6
2023-06-07 12:00:00,12.8,4.0,2.644,12,2,6
2023-06-07 13:00:00,13.9,3.7,2.566,13,2,6
2023-06-07 14:00:00,14.3,3.7,2.602,14,2,6
2023-06-07 15:00:00,14.9,3.0,2.629,15,2,6
2023-06-07 16:00:00,15.9,4.9,2.702,16,2,6
2023-06-07 17:00:00,16.3,4.9,2.69,17,2,6
2023-06-07 18:00:00,16.1,5.6,2.488,18,2,6
2023-06-07 19:00:00,15.6,5.0,2.209,19,2,6
2023-06-07 20:00:00,14.5,5.2,1.937,20,2,6
2023-06-07 21:00:00,13.5,4.4,1.643,21,2,6
2023-06-07 22:00:00,12.1,3.6,1.942,22,2,6
2023-06-07 23:00:00,10.6,3.7,1.95,23,2,6
2023-06-08 00:00:00,8.9,2.6,1.941,0,3,6
2023-06-08 01:00:00,6.8,1.1,1.927,1,3,6
2023-06-08 02:00:00,4.5,0.6,1.943,2,3,6
2023-06-08 03:00:00,3.2,1.0,1.983,3,3,6
2023-06-08 04:00:00,2.5,1.3,2.501,4,3,6
2023-06-08 05:00:00,1.9,0.7,2.811,5,3,6
2023-06-08 06:00:00,3.6,1.0,2.953,6,3,6
2023-06-08 07:00:00,6.3,1.4,2.785,7,3,6
2023-06-08 08:00:00,6.6,1.9,2.744,8,3,6
2023-06-08 09:00:00,6.8,1.5,2.638,9,3,6
2023-06-08 10:00:00,7.2,1.8,2.662,10,3,6
2023-06-08 11:00:00,7.9,3.2,2.593,11,3,6
2023-06-08 12:00:00,8.1,3.3,2.525,12,3,6
2023-06-08 13:00:00,8.8,3.3,2.526,13,3,6
2023-06-08 14:00:00,9.3,3.5,2.523,14,3,6
2023-06-08 15:00:00,10.5,2.8,2.573,15,3,6
2023-06-08 16:00:00,12.0,3.6,2.67,16,3,6
2023-06-08 17:00:00,13.0,3.8,2.697,17,3,6
2023-06-08 18:00:00,13.0,4.0,2.649,18,3,6
2023-06-08 19:00:00,13.1,4.2,2.612,19,3,6
2023-06-08 20:00:00,13.0,4.3,2.398,20,3,6
2023-06-08 21:00:00,12.4,4.3,1.516,21,3,6
2023-06-08 22:00:00,11.5,2.9,0.044,22,3,6
2023-06-08 23:00:00,10.4,2.2,0.082,23,3,6
2023-06-09 00:00:00,9.0,1.5,0.124,0,4,6
2023-06-09 01:00:00,8.1,1.7,1.142,1,4,6
2023-06-09 02:00:00,7.1,1.7,2.5,2,4,6
2023-06-09 03:00:00,6.6,1.4,3.219,3,4,6
2023-06-09 04:00:00,5.5,1.6,3.964,4,4,6
2023-06-09 05:00:00,5.0,1.7,4.327,5,4,6
2023-06-09 06:00:00,5.7,1.7,4.462,6,4,6
2023-06-09 07:00:00,6.7,2.3,4.241,7,4,6
2023-06-09 08:00:00,8.0,2.9,4.147,8,4,6
2023-06-09 09:00:00,9.8,2.9,4.048,9,4,6
2023-06-09 10:00:00,11.3,4.3,3.884,10,4,6
2023-06-09 11:00:00,12.1,5.1,3.389,11,4,6
2023-06-09 12:00:00,12.5,5.0,3.173,12,4,6
2023-06-09 13:00:00,12.7,5.7,3.192,13,4,6
2023-06-09 14:00:00,13.2,5.2,3.448,14,4,6
2023-06-09 15:00:00,13.8,4.8,3.913,15,4,6
2023-06-09 16:00:00,14.3,4.3,4.128,16,4,6
2023-06-09 17:00:00,14.4,3.5,4.165,17,4,6
2023-06-09 18:00:00,14.5,3.3,3.902,18,4,6
2023-06-09 19:00:00,14.2,3.0,3.351,19,4,6
2023-06-09 20:00:00,14.4,3.2,2.969,20,4,6
2023-06-09 21:00:00,14.0,3.0,2.458,21,4,6
2023-06-09 22:00:00,13.1,2.2,2.076,22,4,6
2023-06-09 23:00:00,12.0,1.5,2.029,23,4,6
2023-06-10 00:00:00,8.2,1.2,2.004,0,5,6
2023-06-10 01:00:00,5.0,0.7,2.008,1,5,6
2023-06-10 02:00:00,4.1,0.3,2.043,2,5,6
2023-06-10 03:00:00,3.0,0.5,2.095,3,5,6
2023-06-10 04:00:00,2.2,0.5,2.669,4,5,6
2023-06-10 05:00:00,1.5,0.4,3.614,5,5,6
2023-06-10 06:00:00,2.3,0.7,3.991,6,5,6
2023-06-10 07:00:00,7.1,0.9,3.953,7,5,6
2023-06-10 08:00:00,9.5,1.2,2.561,8,5,6
2023-06-10 09:00:00,11.4,0.9,1.291,9,5,6
2023-06-10 10:00:00,12.9,1.1,0.456,10,5,6
2023-06-10 11:00:00,13.5,1.9,1.332,11,5,6
2023-06-10 12:00:00,14.2,1.6,0.857,12,5,6
2023-06-10 13:00:00,15.3,2.6,1.035,13,5,6
2023-06-10 14:00:00,16.0,2.5,1.365,14,5,6
2023-06-10 15:00:00,16.5,2.1,3.339,15,5,6
2023-06-10 16:00:00,17.1,2.0,4.239,16,5,6
2023-06-10 17:00:00,17.9,1.6,4.285,17,5,6
2023-06-10 18:00:00,18.1,2.5,4.153,18,5,6
2023-06-10 19:00:00,18.3,2.1,3.499,19,5,6
2023-06-10 20:00:00,18.4,1.3,2.404,20,5,6
2023-06-10 21:00:00,18.0,1.2,1.753,21,5,6
2023-06-10 22:00:00,15.9,0.8,1.093,22,5,6
2023-06-10 23:00:00,11.9,0.6,0.042,23,5,6
2023-06-11 00:00:00,10.3,1.3,0.0,0,6,6
2023-06-11 03:00:00,5.7,1.2,0.0,3,6,6
2023-06-11 04:00:00,5.1,0.7,0.008,4,6,6
2023-06-11 05:00:00,4.0,0.9,2.047,5,6,6
2023-06-11 06:00:00,5.4,0.9,2.844,6,6,6
2023-06-11 07:00:00,9.1,1.5,1.59,7,6,6
2023-06-11 08:00:00,11.5,2.7,0.001,8,6,6
2023-06-11 15:00:00,19.5,4.2,0.218,15,6,6
2023-06-11 16:00:00,20.2,3.4,1.905,16,6,6
2023-06-11 17:00:00,20.4,3.3,0.45,17,6,6
2023-06-11 18:00:00,20.7,3.5,0.001,18,6,6
2023-06-11 19:00:00,20.6,3.6,0.001,19,6,6
2023-06-11 20:00:00,20.4,2.9,0.0,20,6,6
2023-06-12 03:00:00,7.0,0.6,1.0,3,0,6
2023-06-12 04:00:00,5.5,0.5,4.119,4,0,6
2023-06-12 05:00:00,4.9,0.6,4.41,5,0,6
2023-06-12 06:00:00,6.6,0.6,4.656,6,0,6
2023-06-12 07:00:00,10.3,1.5,4.491,7,0,6
2023-06-12 08:00:00,12.4,2.8,4.238,8,0,6
2023-06-12 09:00:00,14.2,4.1,4.044,9,0,6
2023-06-12 10:00:00,15.7,4.9,3.927,10,0,6
2023-06-12 11:00:00,16.8,4.6,3.583,11,0,6
2023-06-12 12:00:00,17.9,4.2,3.085,12,0,6
2023-06-12 13:00:00,18.9,4.5,2.559,13,0,6
2023-06-12 14:00:00,19.8,3.6,0.992,14,0,6
2023-06-12 15:00:00,20.7,4.2,0.701,15,0,6
2023-06-12 16:00:00,21.3,3.9,2.774,16,0,6
2023-06-12 17:00:00,21.8,4.5,0.409,17,0,6
2023-06-12 18:00:00,22.0,5.1,0.001,18,0,6
2023-06-12 19:00:00,21.8,4.7,0.0,19,0,6
2023-06-13 03:00:00,10.1,2.3,1.843,3,1,6
2023-06-13 04:00:00,9.6,2.6,4.168,4,1,6
2023-06-13 05:00:00,9.3,2.7,5.521,5,1,6
2023-06-13 06:00:00,10.3,3.2,5.591,6,1,6
2023-06-13 07:00:00,11.8,4.0,5.611,7,1,6
2023-06-13 08:00:00,13.7,4.0,5.548,8,1,6
2023-06-13 09:00:00,15.9,4.9,5.419,9,1,6
2023-06-13 10:00:00,17.5,5.4,5.444,10,1,6
2023-06-13 11:00:00,19.2,5.2,5.02,11,1,6
2023-06-13 12:00:00,20.4,5.2,4.85,12,1,6
2023-06-13 13:00:00,21.3,4.8,5.532,13,1,6
2023-06-13 14:00:00,22.3,5.2,5.597,14,1,6
2023-06-13 15:00:00,23.1,5.1,5.786,15,1,6
2023-06-13 16:00:00,23.8,5.4,5.728,16,1,6
2023-06-13 17:00:00,23.9,5.1,5.988,17,1,6
2023-06-13 18:00:00,24.0,4.9,5.992,18,1,6
2023-06-13 19:00:00,24.0,5.1,5.816,19,1,6
2023-06-13 20:00:00,23.3,4.8,5.664,20,1,6
2023-06-13 21:00:00,21.6,4.7,5.476,21,1,6
2023-06-13 22:00:00,19.7,3.8,5.637,22,1,6
2023-06-13 23:00:00,16.6,1.8,5.631,23,1,6
2023-06-14 00:00:00,14.1,0.6,5.625,0,2,6
2023-06-14 01:00:00,11.9,0.6,5.601,1,2,6
2023-06-14 02:00:00,10.7,0.5,5.708,2,2,6
2023-06-14 03:00:00,9.4,0.4,6.177,3,2,6
2023-06-14 04:00:00,9.0,0.5,6.545,4,2,6
2023-06-14 05:00:00,8.3,1.0,7.023,5,2,6
2023-06-14 06:00:00,9.7,0.5,7.383,6,2,6
2023-06-14 07:00:00,12.9,0.3,7.168,7,2,6
2023-06-14 08:00:00,16.3,0.7,7.005,8,2,6
2023-06-14 09:00:00,18.3,2.0,6.759,9,2,6
2023-06-14 10:00:00,19.5,3.1,6.991,10,2,6
2023-06-14 11:00:00,20.5,2.5,6.834,11,2,6
2023-06-14 12:00:00,21.4,1.9,6.846,12,2,6
2023-06-14 13:00:00,22.2,2.2,7.001,13,2,6
2023-06-14 14:00:00,22.6,2.9,7.139,14,2,6
2023-06-14 15:00:00,23.2,2.3,7.406,15,2,6
2023-06-14 16:00:00,23.6,2.7,7.227,16,2,6
2023-06-14 17:00:00,23.9,2.8,7.198,17,2,6
2023-06-14 18:00:00,24.2,2.7,7.004,18,2,6
2023-06-14 19:00:00,24.4,2.1,6.349,19,2,6
2023-06-14 20:00:00,24.4,0.9,5.769,20,2,6
2023-06-14 21:00:00,23.8,1.3,5.048,21,2,6
2023-06-14 22:00:00,21.8,1.3,5.265,22,2,6
2023-06-14 23:00:00,18.6,0.8,4.847,23,2,6
2023-06-15 00:00:00,15.2,0.6,4.834,0,3,6
2023-06-15 01:00:00,13.1,0.3,5.026,1,3,6
2023-06-15 02:00:00,11.8,0.3,5.187,2,3,6
2023-06-15 03:00:00,10.6,0.6,5.85,3,3,6
2023-06-15 04:00:00,10.4,0.5,6.069,4,3,6
2023-06-15 05:00:00,9.7,0.5,6.746,5,3,6
2023-06-15 06:00:00,11.0,0.4,7.226,6,3,6
2023-06-15 07:00:00,13.5,0.3,6.99,7,3,6
2023-06-15 08:00:00,17.9,0.5,6.854,8,3,6
2023-06-15 09:00:00,20.5,0.5,6.773,9,3,6
2023-06-15 10:00:00,21.9,1.4,6.807,10,3,6
2023-06-15 11:00:00,22.8,1.8,7.015,11,3,6
2023-06-15 12:00:00,23.6,2.5,6.994,12,3,6
2023-06-15 13:00:00,24.3,2.6,6.8,13,3,6
2023-06-15 14:00:00,24.9,2.1,6.702,14,3,6
2023-06-15 15:00:00,25.5,2.5,6.791,15,3,6
2023-06-15 16:00:00,26.0,2.6,6.991,16,3,6
2023-06-15 17:00:00,26.3,2.6,6.869,17,3,6
2023-06-15 18:00:00,26.4,2.1,6.362,18,3,6
2023-06-15 19:00:00,26.4,1.9,6.047,19,3,6
2023-06-15 20:00:00,26.5,1.4,5.684,20,3,6
2023-06-15 21:00:00,26.1,1.1,5.148,21,3,6
2023-06-15 22:00:00,23.7,2.0,6.301,22,3,6
2023-06-15 23:00:00,22.1,2.1,6.103,23,3,6
2023-06-16 00:00:00,20.3,1.8,5.999,0,4,6
2023-06-16 01:00:00,16.0,0.5,5.625,1,4,6
2023-06-16 02:00:00,14.3,0.3,6.096,2,4,6
2023-06-16 03:00:00,12.9,0.4,6.353,3,4,6
2023-06-16 04:00:00,12.5,1.3,6.135,4,4,6
2023-06-16 05:00:00,10.8,0.8,7.453,5,4,6
2023-06-16 06:00:00,13.3,0.8,8.659,6,4,6
2023-06-16 07:00:00,16.7,0.9,8.678,7,4,6
2023-06-16 08:00:00,18.3,1.3,7.799,8,4,6
2023-06-16 09:00:00,20.3,1.4,6.876,9,4,6
2023-06-16 10:00:00,21.9,1.7,6.694,10,4,6
2023-06-16 11:00:00,23.4,2.3,6.466,11,4,6
2023-06-16 12:00:00,24.5,2.5,6.26,12,4,6
2023-06-16 13:00:00,25.4,2.2,6.27,13,4,6
2023-06-16 14:00:00,26.0,1.6,6.408,14,4,6
2023-06-16 15:00:00,26.8,2.4,6.594,15,4,6
2023-06-16 16:00:00,27.1,2.3,6.658,16,4,6
2023-06-16 17:00:00,27.3,2.8,6.416,17,4,6
2023-06-16 18:00:00,27.4,1.9,5.969,18,4,6
2023-06-16 19:00:00,27.4,2.0,5.586,19,4,6
2023-06-16 20:00:00,26.8,2.2,5.12,20,4,6
2023-06-16 21:00:00,26.2,2.1,3.856,21,4,6
2023-06-16 22:00:00,25.1,1.6,4.758,22,4,6
2023-06-16 23:00:00,21.6,0.9,4.538,23,4,6
2023-06-17 00:00:00,20.7,3.6,4.718,0,5,6
2023-06-17 01:00:00,20.4,3.8,5.027,1,5,6
2023-06-17 02:00:00,19.1,3.2,5.049,2,5,6
2023-06-17 03:00:00,18.1,2.3,5.184,3,5,6
2023-06-17 04:00:00,18.1,2.1,5.316,4,5,6
2023-06-17 05:00:00,16.8,2.0,5.468,5,5,6
2023-06-17 06:00:00,16.3,2.1,5.563,6,5,6
2023-06-17 07:00:00,18.1,2.3,5.507,7,5,6
2023-06-17 08:00:00,19.1,2.1,5.446,8,5,6
2023-06-17 09:00:00,20.6,3.1,5.383,9,5,6
2023-06-17 10:00:00,21.8,2.6,5.531,10,5,6
2023-06-17 11:00:00,23.6,3.2,4.84,11,5,6
2023-06-17 12:00:00,24.6,2.9,4.034,12,5,6
2023-06-17 13:00:00,25.5,3.8,5.511,13,5,6
2023-06-17 14:00:00,25.9,3.4,5.565,14,5,6
2023-06-17 15:00:00,26.8,3.1,5.75,15,5,6
2023-06-17 16:00:00,26.8,3.1,5.886,16,5,6
2023-06-17 17:00:00,27.1,3.3,5.775,17,5,6
2023-06-17 18:00:00,26.9,3.2,5.452,18,5,6
2023-06-17 19:00:00,26.6,2.9,5.301,19,5,6
2023-06-17 20:00:00,26.0,3.1,5.086,20,5,6
2023-06-17 21:00:00,25.2,4.4,4.224,21,5,6
2023-06-17 22:00:00,23.6,3.6,3.735,22,5,6
2023-06-17 23:00:00,21.6,2.5,2.458,23,5,6
2023-06-18 00:00:00,19.2,1.1,2.443,0,6,6
2023-06-18 01:00:00,16.5,0.7,2.424,1,6,6
2023-06-18 02:00:00,15.0,1.3,2.69,2,6,6
2023-06-18 03:00:00,15.0,1.7,4.28,3,6,6
2023-06-18 04:00:00,17.6,3.3,4.748,4,6,6
2023-06-18 05:00:00,16.5,2.2,5.036,5,6,6
2023-06-18 06:00:00,16.6,2.1,5.283,6,6,6
2023-06-18 07:00:00,17.8,3.2,5.492,7,6,6
2023-06-18 08:00:00,19.0,3.9,5.596,8,6,6
2023-06-18 09:00:00,20.1,4.0,5.236,9,6,6
2023-06-18 10:00:00,21.3,3.7,4.579,10,6,6
2023-06-18 11:00:00,22.1,4.1,3.01,11,6,6
2023-06-18 12:00:00,23.2,4.6,2.579,12,6,6
2023-06-18 13:00:00,24.5,4.6,4.898,13,6,6
2023-06-18 14:00:00,25.0,4.5,5.619,14,6,6
2023-06-18 15:00:00,25.2,4.0,5.62,15,6,6
2023-06-18 16:00:00,25.4,3.3,5.7,16,6,6
2023-06-18 17:00:00,25.7,4.0,5.689,17,6,6
2023-06-18 18:00:00,25.6,3.7,5.512,18,6,6
2023-06-18 19:00:00,25.5,3.5,5.356,19,6,6
2023-06-18 20:00:00,25.2,3.0,5.127,20,6,6
2023-06-18 21:00:00,24.5,3.1,4.954,21,6,6
2023-06-18 22:00:00,22.9,2.5,4.934,22,6,6
2023-06-18 23:00:00,20.9,2.2,4.734,23,6,6
2023-06-19 00:00:00,19.7,2.9,4.813,0,0,6
2023-06-19 01:00:00,19.1,2.8,4.984,1,0,6
2023-06-19 02:00:00,17.8,2.0,5.324,2,0,6
2023-06-19 03:00:00,16.3,1.8,5.685,3,0,6
2023-06-19 04:00:00,15.6,2.3,7.262,4,0,6
2023-06-19 05:00:00,13.7,0.8,8.81,5,0,6
2023-06-19 06:00:00,12.5,0.6,12.839,6,0,6
2023-06-19 07:00:00,16.0,1.2,11.565,7,0,6
2023-06-19 08:00:00,17.4,2.1,9.631,8,0,6
2023-06-19 09:00:00,19.4,1.8,8.995,9,0,6
2023-06-19 10:00:00,21.1,2.1,8.758,10,0,6
2023-06-19 11:00:00,22.5,2.5,8.631,11,0,6
2023-06-19 12:00:00,23.3,3.3,8.538,12,0,6
2023-06-19 13:00:00,23.9,3.8,8.497,13,0,6
2023-06-19 14:00:00,24.7,2.7,8.434,14,0,6
2023-06-19 15:00:00,25.4,2.7,8.52,15,0,6
