timestamp,Temp [°C],Wind [m/s],Wind Power [MWh],Wind Power Capacity [MWh],Price [c/kWh]
20230718T220000Z,12.6,2.4,1184.5,5829.0,1.833
20230718T230000Z,12.3,2.2,1143.4,5829.0,1.809
20230719T000000Z,11.3,1.5,1053.1,5829.0,1.696
20230719T010000Z,10.5,1.5,867.725,5829.0,1.78
20230719T020000Z,11,1.6,659.25,5829.0,1.933
20230719T030000Z,13.2,2.7,583.675,5829.0,2.105
20230719T040000Z,14,3.4,465.45,5829.0,2.928
20230719T050000Z,14.1,3.3,295.525,5829.0,3.4
20230719T060000Z,15,3,279.825,5829.0,3.493
20230719T070000Z,17.1,3.2,398.15,5829.0,3.403
20230719T080000Z,18.2,3.8,531.475,5829.0,3.341
20230719T090000Z,19.3,4,676.425,5829.0,3.209
20230719T100000Z,19.1,4.5,794.575,5829.0,3.044
20230719T110000Z,18.9,6.2,847.325,5829.0,3.018
20230719T120000Z,17.5,5,864.125,5829.0,3.013
20230719T130000Z,17.4,4.4,800.625,5829.0,3.053
20230719T140000Z,19.1,4.5,660.85,5829.0,3.242
20230719T150000Z,19.4,5.4,571.15,5829.0,3.399
20230719T160000Z,18.8,4.9,480.225,5829.0,3.546
20230719T170000Z,18,4.3,389.2,5829.0,3.686
20230719T180000Z,16.4,3.4,412.925,5829.0,3.677
20230719T190000Z,13.9,2.7,470.45,5829.0,3.639
20230719T200000Z,13.4,1.4,534.225,5829.0,3.528
20230719T210000Z,13,1.5,568.75,5829.0,3.097
20230719T220000Z,12.3,1.1,523.9499999999999,5829.0,2.653
20230719T230000Z,12.1,1.7,481.6,5829.0,2.211
20230720T000000Z,11.1,1.6,430.325,5829.0,2.022
20230720T010000Z,11.2,1.3,371.575,5829.0,2.023
20230720T020000Z,12.1,1.4,318.025,5829.0,2.478
20230720T030000Z,12.6,1.4,237.175,5829.0,2.903
20230720T040000Z,13.2,0.7,176.925,5829.0,3.047
20230720T050000Z,13.7,1.4,165.975,5829.0,3.318
20230720T060000Z,15,2.4,164.35,5829.0,3.114
20230720T070000Z,16.1,2.1,194.35,5829.0,2.982
20230720T080000Z,17.4,2.4,201.225,5829.0,2.859
20230720T090000Z,18.4,2.2,234.675,5829.0,2.759
20230720T100000Z,19.5,2.6,248.65,5829.0,2.826
20230720T110000Z,19.6,2.4,283.825,5829.0,2.704
20230720T120000Z,15.9,3.3,328.875,5829.0,2.525
20230720T130000Z,14.7,1.5,303.6,5829.0,2.645
20230720T140000Z,16.4,2.4,262.15,5829.0,2.394
20230720T150000Z,17.3,1.5,272.65,5829.0,2.743
20230720T160000Z,16.7,2.4,261.15,5829.0,2.885
20230720T170000Z,15.7,3.1,280.975,5829.0,3.32
20230720T180000Z,14.8,3.2,302.75,5829.0,3.185
20230720T190000Z,13.5,1,319.05,5829.0,3.003
20230720T200000Z,12.1,0.9,355.8,5829.0,2.832
20230720T210000Z,10.9,0.8,400.4,5829.0,2.605
20230720T220000Z,10,0.6,435.5,5829.0,2.504
20230720T230000Z,9,0.4,433.75,5829.0,2.049
20230721T000000Z,7.9,0.6,408.6,5829.0,2.027
20230721T010000Z,7.5,0.5,413.625,5829.0,2.006
20230721T020000Z,7.6,0.5,417.575,5829.0,2.017
20230721T030000Z,9.7,0.8,437.875,5829.0,2.534
20230721T040000Z,13.2,1.3,374.15,5829.0,2.532
20230721T050000Z,14.6,1.9,285.075,5829.0,2.775
20230721T060000Z,16.2,2.1,263.625,5829.0,3.016
20230721T070000Z,17,3,275.0,5829.0,3.019
20230721T080000Z,17.4,2.8,315.925,5829.0,2.96
20230721T090000Z,18.7,2.8,364.85,5829.0,2.962
20230721T100000Z,18.8,4.3,398.025,5829.0,2.909
20230721T110000Z,17.2,3.3,462.225,5829.0,2.747
20230721T120000Z,19.6,4.6,485.675,5829.0,2.711
20230721T130000Z,19.5,4.8,486.85,5829.0,2.701
20230721T140000Z,19.8,4.6,446.425,5829.0,2.818
20230721T150000Z,19.5,3.4,391.325,5829.0,3.078
20230721T160000Z,19.5,3.8,367.05,5829.0,3.098
20230721T170000Z,18.9,3.6,366.175,5829.0,3.194
20230721T180000Z,17.8,3.4,431.975,5829.0,3.142
20230721T190000Z,16.6,3.2,576.05,5829.0,3.058
20230721T200000Z,15.6,3.1,641.625,5829.0,3.003
20230721T210000Z,14,2.8,681.175,5829.0,2.746
20230721T220000Z,12.5,2.2,683.725,5829.0,2.138
20230721T230000Z,11.7,1.6,672.1,5829.0,2.082
20230722T000000Z,10.8,1.1,731.55,5829.0,2.048
20230722T010000Z,9.4,0.8,811.5,5829.0,2.013
20230722T020000Z,9.5,0.8,796.225,5829.0,2.007
20230722T030000Z,11.1,0.5,743.5,5829.0,2.005
20230722T040000Z,13,1.2,653.325,5829.0,2.081
20230722T050000Z,14.5,1.9,590.0999999999999,5829.0,2.468
20230722T060000Z,15.6,2.8,554.75,5829.0,2.63
20230722T070000Z,16.7,3.5,522.175,5829.0,2.619
20230722T080000Z,17.7,3.2,443.6,5829.0,2.562
20230722T090000Z,16.5,4.4,389.625,5829.0,2.38
20230722T100000Z,15.9,2.1,372.95,5829.0,2.322
20230722T110000Z,17.6,3.5,376.8,5829.0,2.12
20230722T120000Z,16.9,3.3,397.425,5829.0,1.952
20230722T130000Z,17.7,2.5,432.05,5829.0,2.077
20230722T140000Z,16.4,2.9,413.325,5829.0,2.298
20230722T150000Z,15.4,1.6,382.325,5829.0,2.623
20230722T160000Z,16.3,1,351.825,5829.0,2.62
20230722T170000Z,17.4,2.5,333.025,5829.0,2.689
20230722T180000Z,16,2.6,335.225,5829.0,2.651
20230722T190000Z,12.9,1.1,341.925,5829.0,2.65
20230722T200000Z,11.4,0.7,369.0,5829.0,2.613
20230722T210000Z,10.2,0.6,374.85,5829.0,2.264
20230722T220000Z,9.7,0.5,341.525,5829.0,2.066
20230722T230000Z,9.3,0.7,329.425,5829.0,2.3
20230723T000000Z,8.8,0.7,323.85,5829.0,1.994
20230723T010000Z,8.8,0.7,310.55,5829.0,1.99
20230723T020000Z,9,0.8,300.875,5829.0,1.578
20230723T030000Z,11.4,0.9,302.6,5829.0,1.109
20230723T040000Z,13.3,2.1,260.375,5829.0,0.508
20230723T050000Z,14.7,2.4,218.425,5829.0,0.288
20230723T060000Z,16,2.5,230.175,5829.0,0.342
20230723T070000Z,17.5,3.2,244.025,5829.0,0.02
20230723T080000Z,18.7,2.9,256.175,5829.0,0.349
20230723T090000Z,17.2,4.4,272.55,5829.0,0.461
20230723T100000Z,16.5,4.4,317.525,5829.0,0.404
20230723T110000Z,16.5,4.5,352.95,5829.0,0.407
20230723T120000Z,17.4,3.4,393.35,5829.0,0.808
20230723T130000Z,18.7,4.7,370.175,5829.0,0.495
20230723T140000Z,19,4.6,329.825,5829.0,1.231
20230723T150000Z,17.9,4.6,294.35,5829.0,1.635
20230723T160000Z,16.9,4.8,268.225,5829.0,2.214
20230723T170000Z,15,4.8,255.85,5829.0,3.165
20230723T180000Z,14.4,3,234.05,5829.0,2.945
20230723T190000Z,13.1,1.4,300.925,5829.0,2.956
20230723T200000Z,12.4,1.7,399.425,5829.0,2.747
20230723T210000Z,11.8,1.9,513.9,5829.0,2.52
20230723T220000Z,11,1,578.65,5829.0,2.161
20230723T230000Z,10.3,0.7,631.275,5829.0,2.135
20230724T000000Z,9.9,0.9,641.275,5829.0,2.16
20230724T010000Z,9.7,0.8,657.3,5829.0,2.179
20230724T020000Z,9.3,0.5,656.05,5829.0,2.173
20230724T030000Z,11.6,1.3,650.925,5829.0,2.269
20230724T040000Z,13.1,2.1,594.75,5829.0,2.667
20230724T050000Z,14.6,3.1,519.1,5829.0,3.161
20230724T060000Z,16.1,3.4,406.025,5829.0,3.385
20230724T070000Z,17.4,3.6,348.4,5829.0,2.89
20230724T080000Z,18.2,4.4,344.55,5829.0,3.181
20230724T090000Z,19,4.5,384.575,5829.0,2.867
20230724T100000Z,19.9,4.8,448.475,5829.0,2.744
20230724T110000Z,20.8,4.8,491.35,5829.0,2.7
20230724T120000Z,21.2,5.3,569.0,5829.0,2.661
20230724T130000Z,21.7,5.4,645.45,5829.0,2.703
20230724T140000Z,21,4.2,695.45,5829.0,2.843
20230724T150000Z,19.1,3.1,582.05,5829.0,3.1
20230724T160000Z,18.6,2.4,448.325,5829.0,3.295
20230724T170000Z,18.3,1.9,356.5,5829.0,3.312
20230724T180000Z,17.4,1.8,336.075,5829.0,3.044
20230724T190000Z,16.7,1.7,342.85,5829.0,2.895
20230724T200000Z,15.7,1.1,385.575,5829.0,2.69
20230724T210000Z,15,0.6,403.0750000000001,5829.0,2.351
20230724T220000Z,13.9,1,431.9,5829.0,2.646
20230724T230000Z,12.7,1.6,488.175,5829.0,2.497
20230725T000000Z,11.3,0.6,494.125,5829.0,2.391
20230725T010000Z,10.4,0.5,433.5,5829.0,2.2
20230725T020000Z,9.9,0.4,412.8,5829.0,2.146
20230725T030000Z,11.7,0.6,377.175,5829.0,2.233
20230725T040000Z,14.7,0.6,229.125,5829.0,2.647
20230725T050000Z,15.8,1.3,156.35,5829.0,2.926
20230725T060000Z,16.5,1.4,125.7,5829.0,2.852
20230725T070000Z,17.5,1.7,111.775,5829.0,2.877
20230725T080000Z,18.3,1.4,106.0,5829.0,2.73
20230725T090000Z,19.3,1.5,119.65,5829.0,2.68
20230725T100000Z,19.5,1.3,147.975,5829.0,2.513
20230725T110000Z,19.8,1.9,150.225,5829.0,2.491
20230725T120000Z,20.2,1.2,177.175,5829.0,2.424
20230725T130000Z,20.6,1.4,197.45,5829.0,2.427
20230725T140000Z,20.9,1.5,191.075,5829.0,2.471
20230725T150000Z,21.6,1.4,191.7,5829.0,2.561
20230725T160000Z,21.2,2.2,195.9,5829.0,2.631
20230725T170000Z,19.7,1.6,231.35,5829.0,2.972
20230725T180000Z,17.9,0.9,357.4,5829.0,2.841
20230725T190000Z,15.5,0.7,473.375,5829.0,2.792
20230725T200000Z,13.9,0.7,551.675,5829.0,2.712
20230725T210000Z,14,0.6,619.45,5829.0,2.498
20230725T220000Z,13,0.7,623.5999999999999,5829.0,2.593
20230725T230000Z,12.7,0.5,565.05,5829.0,2.5
20230726T000000Z,12.6,0.5,476.275,5829.0,2.498
20230726T010000Z,12.1,0.3,390.925,5829.0,2.493
20230726T020000Z,11.2,0.5,317.225,5829.0,2.504
20230726T030000Z,12.2,0.5,278.9,5829.0,2.65
20230726T040000Z,15.1,0.6,230.6,5829.0,2.889
20230726T050000Z,16.6,1.2,165.25,5829.0,3.069
20230726T060000Z,18.1,1.3,97.1,5829.0,3.157
20230726T070000Z,19.7,1.5,50.25,5829.0,3.12
20230726T080000Z,19,1.8,49.9,5829.0,3.125
20230726T090000Z,17.6,2.2,46.125,5829.0,3.6
20230726T100000Z,20,0.8,52.525,5829.0,2.98
20230726T110000Z,20.5,0.8,99.675,5829.0,2.97
20230726T120000Z,21.3,1.6,154.85,5829.0,2.955
20230726T130000Z,21.1,5.8,157.6,5829.0,2.982
20230726T140000Z,20,4.8,139.125,5829.0,3.095
20230726T150000Z,19.1,3,110.35,5829.0,3.289
20230726T160000Z,18.9,2.1,91.6,5829.0,3.324
20230726T170000Z,18.8,2.2,84.95,5829.0,3.274
20230726T180000Z,18.3,2.6,119.7,5829.0,3.128
20230726T190000Z,17.7,2.1,145.4,5829.0,3.099
20230726T200000Z,16.7,2.4,156.7,5829.0,3.218
20230726T210000Z,16.2,2.4,156.8,5829.0,2.955
20230726T220000Z,15.4,1.3,124.525,5829.0,3.044
20230726T230000Z,13.7,2,120.375,5829.0,2.989
20230727T000000Z,12.6,1.9,122.875,5829.0,2.943
20230727T010000Z,11.5,0.7,115.525,5829.0,2.925
20230727T020000Z,10.6,0.8,86.55,5829.0,2.939
20230727T030000Z,11.9,0.6,79.375,5829.0,3.047
20230727T040000Z,15.2,0.5,65.725,5829.0,3.251
20230727T050000Z,15.9,0.9,46.25,5829.0,3.448
20230727T060000Z,17.1,1,36.2,5829.0,3.391
20230727T070000Z,18.2,2.3,44.85,5829.0,3.392
20230727T080000Z,18.5,3,77.675,5829.0,3.427
20230727T090000Z,19.4,2.7,106.65,5829.0,3.391
20230727T100000Z,19.8,3,141.325,5829.0,3.396
20230727T110000Z,20.1,2.9,154.75,5829.0,3.307
20230727T120000Z,20.6,2.5,182.975,5829.0,3.283
20230727T130000Z,20.7,2,160.375,5829.0,3.374
20230727T140000Z,20.5,1.8,155.4,5829.0,3.423
20230727T150000Z,20.4,2,127.075,5829.0,3.546
20230727T160000Z,19.9,2.4,101.275,5829.0,3.601
20230727T170000Z,19.2,1.5,94.55,5829.0,3.674
20230727T180000Z,17.7,0.8,114.175,5829.0,3.635
20230727T190000Z,16,0.7,120.525,5829.0,3.542
20230727T200000Z,14.6,0.9,94.225,5829.0,3.42
20230727T210000Z,13.6,1.4,93.65,5829.0,3.251
20230727T220000Z,12.6,1.2,92.0,5829.0,3.234
20230727T230000Z,11.9,1,102.8,5829.0,3.073
20230728T000000Z,11.2,0.8,91.8,5829.0,3.014
20230728T010000Z,10.9,0.6,83.575,5829.0,3.012
20230728T020000Z,11.1,0.5,87.14999999999999,5829.0,3.079
20230728T030000Z,12.6,1.2,106.025,5829.0,3.333
20230728T040000Z,13.5,1.8,111.8,5829.0,3.41
20230728T050000Z,14.1,2.1,170.0,5829.0,3.509
20230728T060000Z,15,2.1,273.275,5829.0,3.617
20230728T070000Z,15.8,2.4,361.575,5829.0,3.638
20230728T080000Z,16.4,2.7,368.975,5829.0,3.562
20230728T090000Z,17,3.7,381.125,5829.0,3.541
20230728T100000Z,17.4,3.9,416.225,5829.0,3.536
20230728T110000Z,17.4,4.9,425.375,5829.0,3.493
20230728T120000Z,13.6,3.5,470.65,5829.0,3.428
20230728T130000Z,13.5,1,665.125,5829.0,3.392
20230728T140000Z,13.7,1.4,1053.025,5829.0,3.404
20230728T150000Z,13.8,2.3,1128.025,5829.0,3.484
20230728T160000Z,13.8,3.2,1107.95,5829.0,3.57
20230728T170000Z,13.6,3.4,1251.475,5829.0,3.523
20230728T180000Z,13.6,3.3,1600.875,5829.0,3.431
20230728T190000Z,13.4,3.3,1966.275,5829.0,3.379
20230728T200000Z,13.3,3.5,2137.775,5829.0,3.156
20230728T210000Z,13.3,3.3,2437.825,5829.0,2.839
20230728T220000Z,13,3.1,2750.075,5829.0,1.901
20230728T230000Z,12.8,3.9,2845.425,5829.0,1.8
20230729T000000Z,12.7,4.5,2844.7,5829.0,0.249
20230729T010000Z,12.7,5,2839.975,5829.0,0.145
20230729T020000Z,12.8,5.2,2782.5,5829.0,0.1
20230729T030000Z,13.1,5.4,2638.575,5829.0,0.077
20230729T040000Z,13.3,5.3,2515.35,5829.0,0.601
20230729T050000Z,13.7,5.3,2448.575,5829.0,1.5
20230729T060000Z,13.9,5.8,2258.3,5829.0,1.895
20230729T070000Z,14,6.5,2030.425,5829.0,2.072
20230729T080000Z,14.1,4.4,1683.1,5829.0,2.142
20230729T090000Z,14.6,4.2,1426.45,5829.0,2.215
20230729T100000Z,15,4,1278.625,5829.0,2.227
20230729T110000Z,15.2,5.1,1247.85,5829.0,2.376
20230729T120000Z,15.3,5.4,1286.55,5829.0,1.82
20230729T130000Z,15.4,2.8,1304.45,5829.0,1.967
20230729T140000Z,14.5,1.8,1284.85,5829.0,2.685
20230729T150000Z,14.5,1.6,1349.875,5829.0,2.872
20230729T160000Z,15.4,2.7,1371.5500000000002,5829.0,2.896
20230729T170000Z,15.5,3.6,1286.075,5829.0,2.914
20230729T180000Z,16,4.5,1300.7,5829.0,2.784
20230729T190000Z,15.6,3.6,1479.125,5829.0,2.694
20230729T200000Z,15.2,3.7,1540.825,5829.0,2.601
20230729T210000Z,14.9,3.5,1473.275,5829.0,2.445
20230729T220000Z,14.4,3.1,1500.3,5829.0,2.498
20230729T230000Z,14.7,3.5,1484.625,5829.0,2.466
20230730T000000Z,14.3,3.7,1370.7,5829.0,2.445
20230730T010000Z,13.2,2.9,1255.2,5829.0,2.491
20230730T020000Z,13.5,1.8,1218.1,5829.0,2.487
20230730T030000Z,14.2,1.1,1177.8,5829.0,2.448
20230730T040000Z,15.9,1.6,1084.6,5829.0,2.596
20230730T050000Z,17.1,2.2,877.275,5829.0,2.669
20230730T060000Z,18.6,2.5,715.275,5829.0,2.724
20230730T070000Z,20.2,2.9,673.95,5829.0,1.061
20230730T080000Z,21.6,3.6,633.65,5829.0,0.006
20230730T090000Z,22.2,4.2,550.075,5829.0,-0.015
20230730T100000Z,23.1,4.1,432.525,5829.0,-0.075
20230730T110000Z,22.9,4.3,514.425,5829.0,0.0
20230730T120000Z,23.7,4,566.3,5829.0,0.001
20230730T130000Z,23.9,4.4,515.0,5829.0,0.005
20230730T140000Z,23,4.3,474.4,5829.0,0.262
20230730T150000Z,21.6,3.8,443.1,5829.0,1.632
20230730T160000Z,21.5,2.3,420.9,5829.0,2.736
20230730T170000Z,20.8,2.3,384.275,5829.0,3.372
20230730T180000Z,19.3,2.6,360.5,5829.0,3.314
20230730T190000Z,18,2.3,363.8,5829.0,3.236
20230730T200000Z,17.3,2.1,410.55,5829.0,3.127
20230730T210000Z,17.1,2.2,436.1,5829.0,2.9
20230730T220000Z,16.7,1.8,488.25,5829.0,3.0
20230730T230000Z,15.9,1.4,489.45,5829.0,2.962
20230731T000000Z,15.6,1.5,419.3,5829.0,2.95
20230731T010000Z,15.2,0.7,283.875,5829.0,2.937
20230731T020000Z,15.2,0.6,226.05,5829.0,2.821
20230731T030000Z,15.4,0.8,226.975,5829.0,3.159
20230731T040000Z,15.6,0.9,204.775,5829.0,4.144
20230731T050000Z,16.3,0.8,213.5,5829.0,9.438
20230731T060000Z,17.1,1.3,197.925,5829.0,9.074
20230731T070000Z,17.7,2,167.825,5829.0,8.6
20230731T080000Z,16.5,1.9,149.575,5829.0,7.306
20230731T090000Z,16.5,0.8,116.725,5829.0,6.582
20230731T100000Z,16.5,1.8,130.05,5829.0,6.298
20230731T110000Z,16.1,2.4,188.9,5829.0,5.714
20230731T120000Z,16.6,2.4,295.675,5829.0,5.642
20230731T130000Z,17.1,2.2,402.675,5829.0,5.0
20230731T140000Z,17.5,2.4,491.475,5829.0,6.456
20230731T150000Z,17.7,2.5,712.9749999999999,5829.0,7.959
20230731T160000Z,17.8,2.6,680.425,5829.0,8.855
20230731T170000Z,17.4,2.6,672.575,5829.0,4.108
20230731T180000Z,16.9,2.7,1015.325,5829.0,3.493
20230731T190000Z,16.4,2.4,1338.3,5829.0,3.29
20230731T200000Z,15.5,2.7,1510.525,5829.0,3.079
20230731T210000Z,14.5,2.6,1599.575,5829.0,2.814
20230731T220000Z,13.8,2.7,1760.475,5829.0,2.604
20230731T230000Z,13.1,2.1,1813.1,5829.0,2.303
20230801T000000Z,12.9,2.5,1806.725,5829.0,1.985
20230801T010000Z,12.8,3,1724.775,5829.0,1.962
20230801T020000Z,12.8,2.9,1518.4,5829.0,1.997
20230801T030000Z,13.4,2.9,1339.325,5829.0,2.543
20230801T040000Z,13.8,2.7,1073.9,5829.0,2.857
20230801T050000Z,14.7,3.2,792.35,5829.0,3.238
20230801T060000Z,15.7,3.4,653.375,5829.0,3.399
20230801T070000Z,16,4,594.4749999999999,5829.0,3.452
20230801T080000Z,16.3,4,689.7,5829.0,3.397
20230801T090000Z,15.4,4.3,759.5,5829.0,3.364
20230801T100000Z,15.6,4.3,787.375,5829.0,3.339
20230801T110000Z,16,4,816.0,5829.0,3.257
20230801T120000Z,16.8,4.2,953.675,5829.0,3.292
20230801T130000Z,16.4,4.9,1164.2,5829.0,3.211
20230801T140000Z,16.9,3.9,1179.675,5829.0,3.217
20230801T150000Z,17,3.6,1093.6999999999998,5829.0,3.297
20230801T160000Z,17.3,3.6,993.475,5829.0,3.474
20230801T170000Z,17.2,3.4,1047.15,5829.0,3.424
20230801T180000Z,16.9,4,1301.775,5829.0,3.232
20230801T190000Z,17,4.6,1652.55,5829.0,3.261
20230801T200000Z,16.9,3.9,1941.425,5829.0,2.993
20230801T210000Z,16.9,4.2,2021.45,5829.0,2.831
20230801T220000Z,16.9,3.9,1938.325,5829.0,2.249
20230801T230000Z,16.6,3.8,2051.725,5829.0,2.211
20230802T000000Z,16.3,3.9,2246.175,5829.0,1.986
20230802T010000Z,16.1,4.6,2373.375,5829.0,0.4
20230802T020000Z,16.1,5,2482.2,5829.0,1.977
20230802T030000Z,16.1,5.1,2544.9,5829.0,2.401
20230802T040000Z,16.4,5,2454.525,5829.0,2.745
20230802T050000Z,16.6,3.9,2418.775,5829.0,2.877
20230802T060000Z,16.7,4.4,2338.3,5829.0,2.968
20230802T070000Z,17.4,5.1,2219.2,5829.0,2.916
20230802T080000Z,17.9,5.4,2393.3,5829.0,2.797
20230802T090000Z,17.8,5.2,2645.35,5829.0,2.71
20230802T100000Z,17.8,5.2,2767.775,5829.0,2.59
20230802T110000Z,18,5.3,2843.1,5829.0,2.612
20230802T120000Z,17.9,4.5,2942.05,5829.0,2.36
20230802T130000Z,18.5,4.4,2980.525,5829.0,2.073
20230802T140000Z,18.8,4.4,2953.55,5829.0,2.698
20230802T150000Z,18.5,4.3,2902.125,5829.0,2.73
20230802T160000Z,18.1,3.8,2936.0,5829.0,2.792
20230802T170000Z,18.3,3.9,2937.875,5829.0,2.786
20230802T180000Z,17.6,3.2,2978.95,5829.0,2.702
20230802T190000Z,16.7,2.4,3055.625,5829.0,2.749
20230802T200000Z,16.5,3.5,3091.25,5829.0,2.652
20230802T210000Z,16.1,2.9,3005.15,5829.0,0.456
20230802T220000Z,15.8,2.8,2942.625,5829.0,0.001
20230802T230000Z,16,3.4,2755.8,5829.0,0.001
20230803T000000Z,15.7,3.6,2742.45,5829.0,0.001
20230803T010000Z,15.1,3.4,2706.675,5829.0,0.025
20230803T020000Z,14.7,2.5,2670.825,5829.0,0.431
20230803T030000Z,15,3.1,2544.775,5829.0,0.757
20230803T040000Z,15.6,3.9,2359.475,5829.0,1.476
20230803T050000Z,16.6,3.8,2209.95,5829.0,2.8
20230803T060000Z,17.5,4.1,2002.075,5829.0,2.591
20230803T070000Z,18.3,4.3,1858.125,5829.0,2.745
20230803T080000Z,18.8,4.5,1699.7,5829.0,2.904
20230803T090000Z,19.4,3.9,1568.625,5829.0,3.016
20230803T100000Z,20.6,4.3,1424.925,5829.0,2.649
20230803T110000Z,21,4.9,1243.975,5829.0,2.177
20230803T120000Z,20.5,3.9,1024.0,5829.0,1.798
20230803T130000Z,20.6,3.7,863.1,5829.0,1.826
20230803T140000Z,21.2,5.4,739.55,5829.0,2.594
20230803T150000Z,19,5.6,665.9749999999999,5829.0,3.186
20230803T160000Z,17.3,3.4,664.025,5829.0,3.154
20230803T170000Z,17.2,3.6,805.05,5829.0,3.145
20230803T180000Z,16.4,3.7,1135.85,5829.0,3.017
20230803T190000Z,16.2,2.9,1338.1,5829.0,2.91
20230803T200000Z,16.6,3.8,1247.5,5829.0,2.761
20230803T210000Z,16.5,3.1,1228.275,5829.0,2.617
20230803T220000Z,16.4,3.1,1128.375,5829.0,1.765
20230803T230000Z,16.1,3,1103.5749999999998,5829.0,1.739
20230804T000000Z,16,2.8,1143.3,5829.0,1.72
20230804T010000Z,16,2,1079.05,5829.0,1.61
20230804T020000Z,15.7,2.2,903.625,5829.0,1.5
20230804T030000Z,15.9,2.5,848.425,5829.0,1.569
20230804T040000Z,16,3.1,912.975,5829.0,1.765
20230804T050000Z,16,3,870.1,5829.0,2.093
20230804T060000Z,17.1,3.8,800.4,5829.0,2.354
20230804T070000Z,17.7,3.3,738.9499999999999,5829.0,2.48
20230804T080000Z,17.5,3.6,644.0,5829.0,2.52
20230804T090000Z,18.3,3.9,659.125,5829.0,2.479
20230804T100000Z,19.9,4.9,670.375,5829.0,2.435
20230804T110000Z,20.5,5.5,675.275,5829.0,2.21
20230804T120000Z,19.5,5.3,605.575,5829.0,2.053
20230804T130000Z,18.2,4,505.6,5829.0,2.018
20230804T140000Z,18.7,3.5,428.65,5829.0,2.027
20230804T150000Z,18.8,3.4,347.1,5829.0,2.35
20230804T160000Z,18.9,3,351.525,5829.0,2.484
20230804T170000Z,18.2,2.6,374.15,5829.0,2.453
20230804T180000Z,17,2.2,415.075,5829.0,2.328
20230804T190000Z,16.7,2.7,449.875,5829.0,2.092
20230804T200000Z,16.4,3.2,507.45,5829.0,1.81
20230804T210000Z,16.2,3.2,476.775,5829.0,1.702
20230804T220000Z,16,3.3,486.2,5829.0,0.915
20230804T230000Z,16,2.7,537.525,5829.0,0.689
20230805T000000Z,15.9,3.4,612.9000000000001,5829.0,0.489
20230805T010000Z,15.9,3.3,709.925,5829.0,0.485
20230805T020000Z,15.9,3.6,776.575,5829.0,0.493
20230805T030000Z,16.2,3.4,714.375,5829.0,0.749
20230805T040000Z,16.2,3.4,623.875,5829.0,1.279
20230805T050000Z,16.7,4.1,634.925,5829.0,1.514
20230805T060000Z,16.6,5.3,527.225,5829.0,1.613
20230805T070000Z,16.7,5,468.55,5829.0,1.693
20230805T080000Z,16.9,4.5,502.15,5829.0,1.724
20230805T090000Z,18.8,4.1,583.725,5829.0,1.696
20230805T100000Z,19.6,4.6,645.875,5829.0,1.654
20230805T110000Z,20.6,5.1,741.625,5829.0,1.641
20230805T120000Z,21.5,4.6,776.275,5829.0,1.651
20230805T130000Z,21.9,4.6,719.125,5829.0,1.683
20230805T140000Z,21.8,2.9,597.725,5829.0,1.715
20230805T150000Z,22,2.7,468.075,5829.0,1.795
20230805T160000Z,21,3.5,365.1,5829.0,1.845
20230805T170000Z,19.3,2.3,330.375,5829.0,1.868
20230805T180000Z,18,2.6,329.2,5829.0,1.815
20230805T190000Z,16.7,2.8,396.25,5829.0,1.803
20230805T200000Z,15.5,2.8,457.925,5829.0,1.773
20230805T210000Z,14.4,1.8,471.125,5829.0,1.714
20230805T220000Z,13.8,1.8,451.45,5829.0,1.517
20230805T230000Z,12.6,1.1,433.65,5829.0,1.478
20230806T000000Z,12.1,0.5,393.525,5829.0,1.347
20230806T010000Z,11.1,0.6,363.075,5829.0,1.295
20230806T020000Z,10.5,0.6,356.4,5829.0,1.195
20230806T030000Z,10.8,1,325.175,5829.0,1.104
20230806T040000Z,12.4,0.9,265.8,5829.0,1.097
20230806T050000Z,14.7,0.7,158.4,5829.0,1.26
20230806T060000Z,17,1.6,106.15,5829.0,1.599
20230806T070000Z,18.3,2,76.1,5829.0,1.63
20230806T080000Z,18.8,2.1,86.975,5829.0,1.669
20230806T090000Z,19.3,2.2,85.825,5829.0,1.639
20230806T100000Z,19.9,2.9,102.9,5829.0,1.624
20230806T110000Z,20.2,3.7,132.925,5829.0,1.171
20230806T120000Z,20.6,4.2,167.5,5829.0,1.196
20230806T130000Z,19.9,4.2,235.75,5829.0,0.909
20230806T140000Z,20.2,4.1,354.575,5829.0,1.181
20230806T150000Z,20.8,4.3,509.975,5829.0,1.174
20230806T160000Z,20.4,3.8,704.5,5829.0,1.102
20230806T170000Z,20.4,4.1,954.2,5829.0,0.943
20230806T180000Z,20.3,4.6,1394.975,5829.0,0.463
20230806T190000Z,19.9,5,1784.2,5829.0,0.336
20230806T200000Z,19.4,5.4,2069.875,5829.0,0.129
20230806T210000Z,18.9,5,1723.1,5829.0,-0.1
20230806T220000Z,18.4,4.4,1889.275,5829.0,-0.019
20230806T230000Z,18.3,4.4,2002.875,5829.0,-0.12
20230807T000000Z,18.6,4.9,2164.2,5829.0,-0.207
20230807T010000Z,18.9,5.4,2204.025,5829.0,-0.254
20230807T020000Z,19,5.2,2232.975,5829.0,-0.238
20230807T030000Z,19.4,5,2213.55,5829.0,-0.168
20230807T040000Z,20.4,5.7,2518.95,5829.0,0.001
20230807T050000Z,21.7,5.5,2837.175,5829.0,0.23
20230807T060000Z,23.1,5.7,2907.175,5829.0,0.44
