"Alkuaika UTC","Loppuaika UTC","Tuulivoiman tuotantoennuste - päivitys 15 minuutin välein"
"2023-09-01T11:30:00.000Z","2023-09-01T11:45:00.000Z","615.6"
"2023-09-01T11:45:00.000Z","2023-09-01T12:00:00.000Z","611.7"
"2023-09-01T12:00:00.000Z","2023-09-01T12:15:00.000Z","604.3"
"2023-09-01T12:15:00.000Z","2023-09-01T12:30:00.000Z","647.8"
"2023-09-01T12:30:00.000Z","2023-09-01T12:45:00.000Z","643.7"
"2023-09-01T12:45:00.000Z","2023-09-01T13:00:00.000Z","637"
"2023-09-01T13:00:00.000Z","2023-09-01T13:15:00.000Z","622.1"
"2023-09-01T13:15:00.000Z","2023-09-01T13:30:00.000Z","617.2"
"2023-09-01T13:30:00.000Z","2023-09-01T13:45:00.000Z","614.1"
"2023-09-01T13:45:00.000Z","2023-09-01T14:00:00.000Z","609.8"
"2023-09-01T14:00:00.000Z","2023-09-01T14:15:00.000Z","596.5"
"2023-09-01T14:15:00.000Z","2023-09-01T14:30:00.000Z","603.6"
"2023-09-01T14:30:00.000Z","2023-09-01T14:45:00.000Z","603.1"
"2023-09-01T14:45:00.000Z","2023-09-01T15:00:00.000Z","603.8"
"2023-09-01T15:00:00.000Z","2023-09-01T15:15:00.000Z","599.2"
"2023-09-01T15:15:00.000Z","2023-09-01T15:30:00.000Z","715.6"
"2023-09-01T15:30:00.000Z","2023-09-01T15:45:00.000Z","716.9"
"2023-09-01T15:45:00.000Z","2023-09-01T16:00:00.000Z","720"
"2023-09-01T16:00:00.000Z","2023-09-01T16:15:00.000Z","723.2"
"2023-09-01T16:15:00.000Z","2023-09-01T16:30:00.000Z","829.9"
"2023-09-01T16:30:00.000Z","2023-09-01T16:45:00.000Z","832.3"
"2023-09-01T16:45:00.000Z","2023-09-01T17:00:00.000Z","837.5"
"2023-09-01T17:00:00.000Z","2023-09-01T17:15:00.000Z","843.7"
"2023-09-01T17:15:00.000Z","2023-09-01T17:30:00.000Z","829.8"
"2023-09-01T17:30:00.000Z","2023-09-01T17:45:00.000Z","835.7"
"2023-09-01T17:45:00.000Z","2023-09-01T18:00:00.000Z","846"
"2023-09-01T18:00:00.000Z","2023-09-01T18:15:00.000Z","866.6"
"2023-09-01T18:15:00.000Z","2023-09-01T18:30:00.000Z","1005.9"
"2023-09-01T18:30:00.000Z","2023-09-01T18:45:00.000Z","1009.9"
"2023-09-01T18:45:00.000Z","2023-09-01T19:00:00.000Z","1017.1"
"2023-09-01T19:00:00.000Z","2023-09-01T19:15:00.000Z","1031.2"
"2023-09-01T19:15:00.000Z","2023-09-01T19:30:00.000Z","1103.3"
"2023-09-01T19:30:00.000Z","2023-09-01T19:45:00.000Z","1102.6"
"2023-09-01T19:45:00.000Z","2023-09-01T20:00:00.000Z","1100.7"
"2023-09-01T20:00:00.000Z","2023-09-01T20:15:00.000Z","1099.1"
"2023-09-01T20:15:00.000Z","2023-09-01T20:30:00.000Z","1083.7"
"2023-09-01T20:30:00.000Z","2023-09-01T20:45:00.000Z","1082.1"
"2023-09-01T20:45:00.000Z","2023-09-01T21:00:00.000Z","1079.1"
"2023-09-01T21:00:00.000Z","2023-09-01T21:15:00.000Z","1073.7"
"2023-09-01T21:15:00.000Z","2023-09-01T21:30:00.000Z","1134.9"
"2023-09-01T21:30:00.000Z","2023-09-01T21:45:00.000Z","1129.5"
"2023-09-01T21:45:00.000Z","2023-09-01T22:00:00.000Z","1119.8"
"2023-09-01T22:00:00.000Z","2023-09-01T22:15:00.000Z","1100.8"
"2023-09-01T22:15:00.000Z","2023-09-01T22:30:00.000Z","1048.2"
"2023-09-01T22:30:00.000Z","2023-09-01T22:45:00.000Z","1042.4"
"2023-09-01T22:45:00.000Z","2023-09-01T23:00:00.000Z","1032.8"
"2023-09-01T23:00:00.000Z","2023-09-01T23:15:00.000Z","1012"
"2023-09-01T23:15:00.000Z","2023-09-01T23:30:00.000Z","1123"
"2023-09-01T23:30:00.000Z","2023-09-01T23:45:00.000Z","1116.5"
"2023-09-01T23:45:00.000Z","2023-09-02T00:00:00.000Z","1105.6"
"2023-09-02T00:00:00.000Z","2023-09-02T00:15:00.000Z","1082.1"
"2023-09-02T00:15:00.000Z","2023-09-02T00:30:00.000Z","1015.4"
"2023-09-02T00:30:00.000Z","2023-09-02T00:45:00.000Z","1010.5"
"2023-09-02T00:45:00.000Z","2023-09-02T01:00:00.000Z","1001"
"2023-09-02T01:00:00.000Z","2023-09-02T01:15:00.000Z","985.5"
"2023-09-02T01:15:00.000Z","2023-09-02T01:30:00.000Z","945.2"
"2023-09-02T01:30:00.000Z","2023-09-02T01:45:00.000Z","936.8"
"2023-09-02T01:45:00.000Z","2023-09-02T02:00:00.000Z","922.2"
"2023-09-02T02:00:00.000Z","2023-09-02T02:15:00.000Z","892.5"
"2023-09-02T02:15:00.000Z","2023-09-02T02:30:00.000Z","809.6"
"2023-09-02T02:30:00.000Z","2023-09-02T02:45:00.000Z","801.6"
"2023-09-02T02:45:00.000Z","2023-09-02T03:00:00.000Z","786.9"
"2023-09-02T03:00:00.000Z","2023-09-02T03:15:00.000Z","760.5"
"2023-09-02T03:15:00.000Z","2023-09-02T03:30:00.000Z","689.7"
"2023-09-02T03:30:00.000Z","2023-09-02T03:45:00.000Z","678.6"
"2023-09-02T03:45:00.000Z","2023-09-02T04:00:00.000Z","659.7"
"2023-09-02T04:00:00.000Z","2023-09-02T04:15:00.000Z","620"
"2023-09-02T04:15:00.000Z","2023-09-02T04:30:00.000Z","468"
"2023-09-02T04:30:00.000Z","2023-09-02T04:45:00.000Z","462.3"
"2023-09-02T04:45:00.000Z","2023-09-02T05:00:00.000Z","451.5"
"2023-09-02T05:00:00.000Z","2023-09-02T05:15:00.000Z","433.2"
"2023-09-02T05:15:00.000Z","2023-09-02T05:30:00.000Z","384.7"
"2023-09-02T05:30:00.000Z","2023-09-02T05:45:00.000Z","375.8"
"2023-09-02T05:45:00.000Z","2023-09-02T06:00:00.000Z","361.5"
"2023-09-02T06:00:00.000Z","2023-09-02T06:15:00.000Z","328.4"
"2023-09-02T06:15:00.000Z","2023-09-02T06:30:00.000Z","178.5"
"2023-09-02T06:30:00.000Z","2023-09-02T06:45:00.000Z","175.6"
"2023-09-02T06:45:00.000Z","2023-09-02T07:00:00.000Z","171"
"2023-09-02T07:00:00.000Z","2023-09-02T07:15:00.000Z","159.9"
"2023-09-02T07:15:00.000Z","2023-09-02T07:30:00.000Z","105.5"
"2023-09-02T07:30:00.000Z","2023-09-02T07:45:00.000Z","105.2"
"2023-09-02T07:45:00.000Z","2023-09-02T08:00:00.000Z","104.6"
"2023-09-02T08:00:00.000Z","2023-09-02T08:15:00.000Z","103.1"
"2023-09-02T08:15:00.000Z","2023-09-02T08:30:00.000Z","75.9"
"2023-09-02T08:30:00.000Z","2023-09-02T08:45:00.000Z","76.9"
"2023-09-02T08:45:00.000Z","2023-09-02T09:00:00.000Z","79"
"2023-09-02T09:00:00.000Z","2023-09-02T09:15:00.000Z","81.3"
"2023-09-02T09:15:00.000Z","2023-09-02T09:30:00.000Z","73.5"
"2023-09-02T09:30:00.000Z","2023-09-02T09:45:00.000Z","75.1"
"2023-09-02T09:45:00.000Z","2023-09-02T10:00:00.000Z","78"
"2023-09-02T10:00:00.000Z","2023-09-02T10:15:00.000Z","83.3"
"2023-09-02T10:15:00.000Z","2023-09-02T10:30:00.000Z","105.2"
"2023-09-02T10:30:00.000Z","2023-09-02T10:45:00.000Z","107.4"
"2023-09-02T10:45:00.000Z","2023-09-02T11:00:00.000Z","111.5"
"2023-09-02T11:00:00.000Z","2023-09-02T11:15:00.000Z","119"
"2023-09-02T11:15:00.000Z","2023-09-02T11:30:00.000Z","146.4"
"2023-09-02T11:30:00.000Z","2023-09-02T11:45:00.000Z","148.8"
"2023-09-02T11:45:00.000Z","2023-09-02T12:00:00.000Z","153.3"
"2023-09-02T12:00:00.000Z","2023-09-02T12:15:00.000Z","161.5"
"2023-09-02T12:15:00.000Z","2023-09-02T12:30:00.000Z","175.5"
"2023-09-02T12:30:00.000Z","2023-09-02T12:45:00.000Z","178.5"
"2023-09-02T12:45:00.000Z","2023-09-02T13:00:00.000Z","183.2"
"2023-09-02T13:00:00.000Z","2023-09-02T13:15:00.000Z","194.9"
"2023-09-02T13:15:00.000Z","2023-09-02T13:30:00.000Z","243.7"
"2023-09-02T13:30:00.000Z","2023-09-02T13:45:00.000Z","244.8"
"2023-09-02T13:45:00.000Z","2023-09-02T14:00:00.000Z","247.5"
"2023-09-02T14:00:00.000Z","2023-09-02T14:15:00.000Z","250.3"
"2023-09-02T14:15:00.000Z","2023-09-02T14:30:00.000Z","274.5"
"2023-09-02T14:30:00.000Z","2023-09-02T14:45:00.000Z","277.3"
"2023-09-02T14:45:00.000Z","2023-09-02T15:00:00.000Z","282.8"
"2023-09-02T15:00:00.000Z","2023-09-02T15:15:00.000Z","291.5"
"2023-09-02T15:15:00.000Z","2023-09-02T15:30:00.000Z","386"
"2023-09-02T15:30:00.000Z","2023-09-02T15:45:00.000Z","389.1"
"2023-09-02T15:45:00.000Z","2023-09-02T16:00:00.000Z","396.1"
"2023-09-02T16:00:00.000Z","2023-09-02T16:15:00.000Z","403.4"
"2023-09-02T16:15:00.000Z","2023-09-02T16:30:00.000Z","506.9"
"2023-09-02T16:30:00.000Z","2023-09-02T16:45:00.000Z","514.7"
"2023-09-02T16:45:00.000Z","2023-09-02T17:00:00.000Z","530"
"2023-09-02T17:00:00.000Z","2023-09-02T17:15:00.000Z","554.3"
"2023-09-02T17:15:00.000Z","2023-09-02T17:30:00.000Z","636.5"
"2023-09-02T17:30:00.000Z","2023-09-02T17:45:00.000Z","649.6"
"2023-09-02T17:45:00.000Z","2023-09-02T18:00:00.000Z","671.3"
"2023-09-02T18:00:00.000Z","2023-09-02T18:15:00.000Z","719.7"
"2023-09-02T18:15:00.000Z","2023-09-02T18:30:00.000Z","797.6"
"2023-09-02T18:30:00.000Z","2023-09-02T18:45:00.000Z","807.4"
"2023-09-02T18:45:00.000Z","2023-09-02T19:00:00.000Z","823.2"
"2023-09-02T19:00:00.000Z","2023-09-02T19:15:00.000Z","859.5"
"2023-09-02T19:15:00.000Z","2023-09-02T19:30:00.000Z","913.8"
"2023-09-02T19:30:00.000Z","2023-09-02T19:45:00.000Z","918.8"
"2023-09-02T19:45:00.000Z","2023-09-02T20:00:00.000Z","926.8"
"2023-09-02T20:00:00.000Z","2023-09-02T20:15:00.000Z","946.1"
"2023-09-02T20:15:00.000Z","2023-09-02T20:30:00.000Z","900.8"
"2023-09-02T20:30:00.000Z","2023-09-02T20:45:00.000Z","899.8"
"2023-09-02T20:45:00.000Z","2023-09-02T21:00:00.000Z","899.5"
"2023-09-02T21:00:00.000Z","2023-09-02T21:15:00.000Z","893.3"
"2023-09-02T21:15:00.000Z","2023-09-02T21:30:00.000Z","1136.8"
"2023-09-02T21:30:00.000Z","2023-09-02T21:45:00.000Z","1133.8"
"2023-09-02T21:45:00.000Z","2023-09-02T22:00:00.000Z","1129.5"
"2023-09-02T22:00:00.000Z","2023-09-02T22:15:00.000Z","1116.7"
"2023-09-02T22:15:00.000Z","2023-09-02T22:30:00.000Z","1119.4"
"2023-09-02T22:30:00.000Z","2023-09-02T22:45:00.000Z","1120"
"2023-09-02T22:45:00.000Z","2023-09-02T23:00:00.000Z","1121.4"
"2023-09-02T23:00:00.000Z","2023-09-02T23:15:00.000Z","1123.2"
"2023-09-02T23:15:00.000Z","2023-09-02T23:30:00.000Z","1226.9"
"2023-09-02T23:30:00.000Z","2023-09-02T23:45:00.000Z","1229.4"
"2023-09-02T23:45:00.000Z","2023-09-03T00:00:00.000Z","1233.5"
"2023-09-03T00:00:00.000Z","2023-09-03T00:15:00.000Z","1242.7"
"2023-09-03T00:15:00.000Z","2023-09-03T00:30:00.000Z","1306.3"
"2023-09-03T00:30:00.000Z","2023-09-03T00:45:00.000Z","1309.1"
"2023-09-03T00:45:00.000Z","2023-09-03T01:00:00.000Z","1313.5"
"2023-09-03T01:00:00.000Z","2023-09-03T01:15:00.000Z","1324"
"2023-09-03T01:15:00.000Z","2023-09-03T01:30:00.000Z","1214.1"
"2023-09-03T01:30:00.000Z","2023-09-03T01:45:00.000Z","1219.2"
"2023-09-03T01:45:00.000Z","2023-09-03T02:00:00.000Z","1225.8"
"2023-09-03T02:00:00.000Z","2023-09-03T02:15:00.000Z","1248"
"2023-09-03T02:15:00.000Z","2023-09-03T02:30:00.000Z","1350.4"
"2023-09-03T02:30:00.000Z","2023-09-03T02:45:00.000Z","1346.3"
"2023-09-03T02:45:00.000Z","2023-09-03T03:00:00.000Z","1337"
"2023-09-03T03:00:00.000Z","2023-09-03T03:15:00.000Z","1327.2"
"2023-09-03T03:15:00.000Z","2023-09-03T03:30:00.000Z","1243.2"
"2023-09-03T03:30:00.000Z","2023-09-03T03:45:00.000Z","1231.5"
"2023-09-03T03:45:00.000Z","2023-09-03T04:00:00.000Z","1211.2"
"2023-09-03T04:00:00.000Z","2023-09-03T04:15:00.000Z","1170.2"
"2023-09-03T04:15:00.000Z","2023-09-03T04:30:00.000Z","1037.7"
"2023-09-03T04:30:00.000Z","2023-09-03T04:45:00.000Z","1025.8"
"2023-09-03T04:45:00.000Z","2023-09-03T05:00:00.000Z","1005.7"
"2023-09-03T05:00:00.000Z","2023-09-03T05:15:00.000Z","962.9"
"2023-09-03T05:15:00.000Z","2023-09-03T05:30:00.000Z","1056.7"
"2023-09-03T05:30:00.000Z","2023-09-03T05:45:00.000Z","1044.4"
"2023-09-03T05:45:00.000Z","2023-09-03T06:00:00.000Z","1023.8"
"2023-09-03T06:00:00.000Z","2023-09-03T06:15:00.000Z","978.2"
"2023-09-03T06:15:00.000Z","2023-09-03T06:30:00.000Z","938.6"
"2023-09-03T06:30:00.000Z","2023-09-03T06:45:00.000Z","930"
"2023-09-03T06:45:00.000Z","2023-09-03T07:00:00.000Z","916.7"
"2023-09-03T07:00:00.000Z","2023-09-03T07:15:00.000Z","883.5"
"2023-09-03T07:15:00.000Z","2023-09-03T07:30:00.000Z","762.8"
"2023-09-03T07:30:00.000Z","2023-09-03T07:45:00.000Z","759.6"
"2023-09-03T07:45:00.000Z","2023-09-03T08:00:00.000Z","754.9"
"2023-09-03T08:00:00.000Z","2023-09-03T08:15:00.000Z","742.6"
"2023-09-03T08:15:00.000Z","2023-09-03T08:30:00.000Z","699"
"2023-09-03T08:30:00.000Z","2023-09-03T08:45:00.000Z","697.8"
"2023-09-03T08:45:00.000Z","2023-09-03T09:00:00.000Z","696.5"
"2023-09-03T09:00:00.000Z","2023-09-03T09:15:00.000Z","691.3"
"2023-09-03T09:15:00.000Z","2023-09-03T09:30:00.000Z","729.5"
"2023-09-03T09:30:00.000Z","2023-09-03T09:45:00.000Z","728.9"
"2023-09-03T09:45:00.000Z","2023-09-03T10:00:00.000Z","727.9"
"2023-09-03T10:00:00.000Z","2023-09-03T10:15:00.000Z","725.3"
"2023-09-03T10:15:00.000Z","2023-09-03T10:30:00.000Z","649.8"
"2023-09-03T10:30:00.000Z","2023-09-03T10:45:00.000Z","650.1"
"2023-09-03T10:45:00.000Z","2023-09-03T11:00:00.000Z","650.7"
"2023-09-03T11:00:00.000Z","2023-09-03T11:15:00.000Z","651.6"
"2023-09-03T11:15:00.000Z","2023-09-03T11:30:00.000Z","620.9"
"2023-09-03T11:30:00.000Z","2023-09-03T11:45:00.000Z","620.9"
"2023-09-03T11:45:00.000Z","2023-09-03T12:00:00.000Z","620.9"
"2023-09-03T12:00:00.000Z","2023-09-03T12:15:00.000Z","621.2"
"2023-09-03T12:15:00.000Z","2023-09-03T12:30:00.000Z","648.4"
"2023-09-03T12:30:00.000Z","2023-09-03T12:45:00.000Z","646.9"
"2023-09-03T12:45:00.000Z","2023-09-03T13:00:00.000Z","644"
"2023-09-03T13:00:00.000Z","2023-09-03T13:15:00.000Z","638.7"
"2023-09-03T13:15:00.000Z","2023-09-03T13:30:00.000Z","611.6"
"2023-09-03T13:30:00.000Z","2023-09-03T13:45:00.000Z","610.5"
"2023-09-03T13:45:00.000Z","2023-09-03T14:00:00.000Z","609"
"2023-09-03T14:00:00.000Z","2023-09-03T14:15:00.000Z","603.9"
"2023-09-03T14:15:00.000Z","2023-09-03T14:30:00.000Z","619.8"
"2023-09-03T14:30:00.000Z","2023-09-03T14:45:00.000Z","620.6"
"2023-09-03T14:45:00.000Z","2023-09-03T15:00:00.000Z","623.2"
"2023-09-03T15:00:00.000Z","2023-09-03T15:15:00.000Z","623.3"
"2023-09-03T15:15:00.000Z","2023-09-03T15:30:00.000Z","662.8"
"2023-09-03T15:30:00.000Z","2023-09-03T15:45:00.000Z","667.6"
"2023-09-03T15:45:00.000Z","2023-09-03T16:00:00.000Z","679.5"
"2023-09-03T16:00:00.000Z","2023-09-03T16:15:00.000Z","689.1"
"2023-09-03T16:15:00.000Z","2023-09-03T16:30:00.000Z","785.7"
"2023-09-03T16:30:00.000Z","2023-09-03T16:45:00.000Z","802.5"
"2023-09-03T16:45:00.000Z","2023-09-03T17:00:00.000Z","834.9"
"2023-09-03T17:00:00.000Z","2023-09-03T17:15:00.000Z","887.5"
"2023-09-03T17:15:00.000Z","2023-09-03T17:30:00.000Z","1008.4"
"2023-09-03T17:30:00.000Z","2023-09-03T17:45:00.000Z","1037.9"
"2023-09-03T17:45:00.000Z","2023-09-03T18:00:00.000Z","1087.9"
"2023-09-03T18:00:00.000Z","2023-09-03T18:15:00.000Z","1194.3"
"2023-09-03T18:15:00.000Z","2023-09-03T18:30:00.000Z","1552.4"
"2023-09-03T18:30:00.000Z","2023-09-03T18:45:00.000Z","1575.6"
"2023-09-03T18:45:00.000Z","2023-09-03T19:00:00.000Z","1613.4"
"2023-09-03T19:00:00.000Z","2023-09-03T19:15:00.000Z","1700"
"2023-09-03T19:15:00.000Z","2023-09-03T19:30:00.000Z","1984.1"
"2023-09-03T19:30:00.000Z","2023-09-03T19:45:00.000Z","1996.9"
"2023-09-03T19:45:00.000Z","2023-09-03T20:00:00.000Z","2019.1"
"2023-09-03T20:00:00.000Z","2023-09-03T20:15:00.000Z","2064.1"
"2023-09-03T20:15:00.000Z","2023-09-03T20:30:00.000Z","2152.8"
"2023-09-03T20:30:00.000Z","2023-09-03T20:45:00.000Z","2164.7"
"2023-09-03T20:45:00.000Z","2023-09-03T21:00:00.000Z","2176.4"
"2023-09-03T21:00:00.000Z","2023-09-03T21:15:00.000Z","2236.3"
"2023-09-03T21:15:00.000Z","2023-09-03T21:30:00.000Z","2545.9"
"2023-09-03T21:30:00.000Z","2023-09-03T21:45:00.000Z","2518.3"
"2023-09-03T21:45:00.000Z","2023-09-03T22:00:00.000Z","2477.1"
"2023-09-03T22:00:00.000Z","2023-09-03T22:15:00.000Z","2366.6"
"2023-09-03T22:15:00.000Z","2023-09-03T22:30:00.000Z","1936.2"
"2023-09-03T22:30:00.000Z","2023-09-03T22:45:00.000Z","1938.2"
"2023-09-03T22:45:00.000Z","2023-09-03T23:00:00.000Z","1942"
"2023-09-03T23:00:00.000Z","2023-09-03T23:15:00.000Z","1948.3"
"2023-09-03T23:15:00.000Z","2023-09-03T23:30:00.000Z","1886.7"
"2023-09-03T23:30:00.000Z","2023-09-03T23:45:00.000Z","1892.9"
"2023-09-03T23:45:00.000Z","2023-09-04T00:00:00.000Z","1903.8"
"2023-09-04T00:00:00.000Z","2023-09-04T00:15:00.000Z","1925.1"
"2023-09-04T00:15:00.000Z","2023-09-04T00:30:00.000Z","2115.4"
"2023-09-04T00:30:00.000Z","2023-09-04T00:45:00.000Z","2118.8"
"2023-09-04T00:45:00.000Z","2023-09-04T01:00:00.000Z","2125.8"
"2023-09-04T01:00:00.000Z","2023-09-04T01:15:00.000Z","2135.3"
"2023-09-04T01:15:00.000Z","2023-09-04T01:30:00.000Z","2202.9"
"2023-09-04T01:30:00.000Z","2023-09-04T01:45:00.000Z","2209.2"
"2023-09-04T01:45:00.000Z","2023-09-04T02:00:00.000Z","2222.3"
"2023-09-04T02:00:00.000Z","2023-09-04T02:15:00.000Z","2240.6"
"2023-09-04T02:15:00.000Z","2023-09-04T02:30:00.000Z","2292.2"
"2023-09-04T02:30:00.000Z","2023-09-04T02:45:00.000Z","2304.2"
"2023-09-04T02:45:00.000Z","2023-09-04T03:00:00.000Z","2330.1"
"2023-09-04T03:00:00.000Z","2023-09-04T03:15:00.000Z","2363"
"2023-09-04T03:15:00.000Z","2023-09-04T03:30:00.000Z","2538"
"2023-09-04T03:30:00.000Z","2023-09-04T03:45:00.000Z","2558"
"2023-09-04T03:45:00.000Z","2023-09-04T04:00:00.000Z","2589.5"
"2023-09-04T04:00:00.000Z","2023-09-04T04:15:00.000Z","2666.9"
"2023-09-04T04:15:00.000Z","2023-09-04T04:30:00.000Z","3007.1"
"2023-09-04T04:30:00.000Z","2023-09-04T04:45:00.000Z","3008"
"2023-09-04T04:45:00.000Z","2023-09-04T05:00:00.000Z","3008.6"
"2023-09-04T05:00:00.000Z","2023-09-04T05:15:00.000Z","3014.2"
"2023-09-04T05:15:00.000Z","2023-09-04T05:30:00.000Z","3408.4"
"2023-09-04T05:30:00.000Z","2023-09-04T05:45:00.000Z","3400"
"2023-09-04T05:45:00.000Z","2023-09-04T06:00:00.000Z","3383.1"
"2023-09-04T06:00:00.000Z","2023-09-04T06:15:00.000Z","3357.7"
"2023-09-04T06:15:00.000Z","2023-09-04T06:30:00.000Z","3236.1"
"2023-09-04T06:30:00.000Z","2023-09-04T06:45:00.000Z","3219.8"
"2023-09-04T06:45:00.000Z","2023-09-04T07:00:00.000Z","3190.8"
"2023-09-04T07:00:00.000Z","2023-09-04T07:15:00.000Z","3134.7"
"2023-09-04T07:15:00.000Z","2023-09-04T07:30:00.000Z","2863.3"
"2023-09-04T07:30:00.000Z","2023-09-04T07:45:00.000Z","2847.6"
"2023-09-04T07:45:00.000Z","2023-09-04T08:00:00.000Z","2820.7"
"2023-09-04T08:00:00.000Z","2023-09-04T08:15:00.000Z","2765"
"2023-09-04T08:15:00.000Z","2023-09-04T08:30:00.000Z","2461.1"
"2023-09-04T08:30:00.000Z","2023-09-04T08:45:00.000Z","2455.8"
"2023-09-04T08:45:00.000Z","2023-09-04T09:00:00.000Z","2445.8"
"2023-09-04T09:00:00.000Z","2023-09-04T09:15:00.000Z","2429"
"2023-09-04T09:15:00.000Z","2023-09-04T09:30:00.000Z","2167"
"2023-09-04T09:30:00.000Z","2023-09-04T09:45:00.000Z","2162.2"
"2023-09-04T09:45:00.000Z","2023-09-04T10:00:00.000Z","2153.3"
"2023-09-04T10:00:00.000Z","2023-09-04T10:15:00.000Z","2137"
"2023-09-04T10:15:00.000Z","2023-09-04T10:30:00.000Z","2065"
"2023-09-04T10:30:00.000Z","2023-09-04T10:45:00.000Z","2059"
"2023-09-04T10:45:00.000Z","2023-09-04T11:00:00.000Z","2047.5"
"2023-09-04T11:00:00.000Z","2023-09-04T11:15:00.000Z","2028.1"
"2023-09-04T11:15:00.000Z","2023-09-04T11:30:00.000Z","2054.9"
"2023-09-04T11:30:00.000Z","2023-09-04T11:45:00.000Z","2045.8"
"2023-09-04T11:45:00.000Z","2023-09-04T12:00:00.000Z","2029.7"
"2023-09-04T12:00:00.000Z","2023-09-04T12:15:00.000Z","1998.1"
"2023-09-04T12:15:00.000Z","2023-09-04T12:30:00.000Z","2024.7"
"2023-09-04T12:30:00.000Z","2023-09-04T12:45:00.000Z","2015.1"
"2023-09-04T12:45:00.000Z","2023-09-04T13:00:00.000Z","2000.4"
"2023-09-04T13:00:00.000Z","2023-09-04T13:15:00.000Z","1963.3"
"2023-09-04T13:15:00.000Z","2023-09-04T13:30:00.000Z","1828.3"
"2023-09-04T13:30:00.000Z","2023-09-04T13:45:00.000Z","1827.8"
"2023-09-04T13:45:00.000Z","2023-09-04T14:00:00.000Z","1831.8"
"2023-09-04T14:00:00.000Z","2023-09-04T14:15:00.000Z","1820.3"
"2023-09-04T14:15:00.000Z","2023-09-04T14:30:00.000Z","1881.4"
"2023-09-04T14:30:00.000Z","2023-09-04T14:45:00.000Z","1898.5"
"2023-09-04T14:45:00.000Z","2023-09-04T15:00:00.000Z","1933.7"
"2023-09-04T15:00:00.000Z","2023-09-04T15:15:00.000Z","1982.4"
"2023-09-04T15:15:00.000Z","2023-09-04T15:30:00.000Z","2092.3"
"2023-09-04T15:30:00.000Z","2023-09-04T15:45:00.000Z","2128.4"
"2023-09-04T15:45:00.000Z","2023-09-04T16:00:00.000Z","2191.8"
"2023-09-04T16:00:00.000Z","2023-09-04T16:15:00.000Z","2317.6"
"2023-09-04T16:15:00.000Z","2023-09-04T16:30:00.000Z","2587.9"
"2023-09-04T16:30:00.000Z","2023-09-04T16:45:00.000Z","2624.2"
"2023-09-04T16:45:00.000Z","2023-09-04T17:00:00.000Z","2681.2"
"2023-09-04T17:00:00.000Z","2023-09-04T17:15:00.000Z","2821"
"2023-09-04T17:15:00.000Z","2023-09-04T17:30:00.000Z","3380.8"
"2023-09-04T17:30:00.000Z","2023-09-04T17:45:00.000Z","3386.8"
"2023-09-04T17:45:00.000Z","2023-09-04T18:00:00.000Z","3392.5"
"2023-09-04T18:00:00.000Z","2023-09-04T18:15:00.000Z","3422.9"
"2023-09-04T18:15:00.000Z","2023-09-04T18:30:00.000Z","3809.8"
"2023-09-04T18:30:00.000Z","2023-09-04T18:45:00.000Z","3790.9"
"2023-09-04T18:45:00.000Z","2023-09-04T19:00:00.000Z","3757.1"
"2023-09-04T19:00:00.000Z","2023-09-04T19:15:00.000Z","3692.3"
"2023-09-04T19:15:00.000Z","2023-09-04T19:30:00.000Z","3554.7"
"2023-09-04T19:30:00.000Z","2023-09-04T19:45:00.000Z","3534"
"2023-09-04T19:45:00.000Z","2023-09-04T20:00:00.000Z","3504"
"2023-09-04T20:00:00.000Z","2023-09-04T20:15:00.000Z","3419.5"
"2023-09-04T20:15:00.000Z","2023-09-04T20:30:00.000Z","3229.2"
"2023-09-04T20:30:00.000Z","2023-09-04T20:45:00.000Z","3227.8"
"2023-09-04T20:45:00.000Z","2023-09-04T21:00:00.000Z","3222"
"2023-09-04T21:00:00.000Z","2023-09-04T21:15:00.000Z","3223.4"
"2023-09-04T21:15:00.000Z","2023-09-04T21:30:00.000Z","3316.4"
"2023-09-04T21:30:00.000Z","2023-09-04T21:45:00.000Z","3302.5"
"2023-09-04T21:45:00.000Z","2023-09-04T22:00:00.000Z","3279.1"
"2023-09-04T22:00:00.000Z","2023-09-04T22:15:00.000Z","3228.8"
"2023-09-04T22:15:00.000Z","2023-09-04T22:30:00.000Z","2984.4"
"2023-09-04T22:30:00.000Z","2023-09-04T22:45:00.000Z","2978.1"
"2023-09-04T22:45:00.000Z","2023-09-04T23:00:00.000Z","2966.9"
"2023-09-04T23:00:00.000Z","2023-09-04T23:15:00.000Z","2945.3"
"2023-09-04T23:15:00.000Z","2023-09-04T23:30:00.000Z","2798.6"
"2023-09-04T23:30:00.000Z","2023-09-04T23:45:00.000Z","2794.6"
"2023-09-04T23:45:00.000Z","2023-09-05T00:00:00.000Z","2785.5"
"2023-09-05T00:00:00.000Z","2023-09-05T00:15:00.000Z","2776.1"
"2023-09-05T00:15:00.000Z","2023-09-05T00:30:00.000Z","2666.2"
"2023-09-05T00:30:00.000Z","2023-09-05T00:45:00.000Z","2656.2"
"2023-09-05T00:45:00.000Z","2023-09-05T01:00:00.000Z","2640.5"
"2023-09-05T01:00:00.000Z","2023-09-05T01:15:00.000Z","2601.9"
"2023-09-05T01:15:00.000Z","2023-09-05T01:30:00.000Z","2331.9"
"2023-09-05T01:30:00.000Z","2023-09-05T01:45:00.000Z","2328.1"
