"Start time UTC","End time UTC","Wind power generation - 15 min data"
"2023-08-10T10:45:00.000Z","2023-08-10T11:00:00.000Z","1057"
"2023-08-10T11:00:00.000Z","2023-08-10T11:15:00.000Z","1241"
"2023-08-10T11:15:00.000Z","2023-08-10T11:30:00.000Z","1241"
"2023-08-10T11:30:00.000Z","2023-08-10T11:45:00.000Z","1388"
"2023-08-10T11:45:00.000Z","2023-08-10T12:00:00.000Z","1388"
"2023-08-10T12:00:00.000Z","2023-08-10T12:15:00.000Z","1457"
"2023-08-10T12:15:00.000Z","2023-08-10T12:30:00.000Z","1457"
"2023-08-10T12:30:00.000Z","2023-08-10T12:45:00.000Z","1241"
"2023-08-10T12:45:00.000Z","2023-08-10T13:00:00.000Z","1241"
"2023-08-10T13:00:00.000Z","2023-08-10T13:15:00.000Z","1421"
"2023-08-10T13:15:00.000Z","2023-08-10T13:30:00.000Z","1421"
"2023-08-10T13:30:00.000Z","2023-08-10T13:45:00.000Z","1391"
"2023-08-10T13:45:00.000Z","2023-08-10T14:00:00.000Z","1391"
"2023-08-10T14:00:00.000Z","2023-08-10T14:15:00.000Z","1305"
"2023-08-10T14:15:00.000Z","2023-08-10T14:30:00.000Z","1305"
"2023-08-10T14:30:00.000Z","2023-08-10T14:45:00.000Z","1217"
"2023-08-10T14:45:00.000Z","2023-08-10T15:00:00.000Z","1217"
"2023-08-10T15:00:00.000Z","2023-08-10T15:15:00.000Z","1092"
"2023-08-10T15:15:00.000Z","2023-08-10T15:30:00.000Z","1092"
"2023-08-10T15:30:00.000Z","2023-08-10T15:45:00.000Z","1058"
"2023-08-10T15:45:00.000Z","2023-08-10T16:00:00.000Z","1058"
"2023-08-10T16:00:00.000Z","2023-08-10T16:15:00.000Z","948"
"2023-08-10T16:15:00.000Z","2023-08-10T16:30:00.000Z","948"
"2023-08-10T16:30:00.000Z","2023-08-10T16:45:00.000Z","1104"
"2023-08-10T16:45:00.000Z","2023-08-10T17:00:00.000Z","1104"
"2023-08-10T17:00:00.000Z","2023-08-10T17:15:00.000Z","1366"
"2023-08-10T17:15:00.000Z","2023-08-10T17:30:00.000Z","1366"
"2023-08-10T17:30:00.000Z","2023-08-10T17:45:00.000Z","1487"
"2023-08-10T17:45:00.000Z","2023-08-10T18:00:00.000Z","1487"
"2023-08-10T18:00:00.000Z","2023-08-10T18:15:00.000Z","1755"
"2023-08-10T18:15:00.000Z","2023-08-10T18:30:00.000Z","1755"
"2023-08-10T18:30:00.000Z","2023-08-10T18:45:00.000Z","1772"
"2023-08-10T18:45:00.000Z","2023-08-10T19:00:00.000Z","1772"
"2023-08-10T19:00:00.000Z","2023-08-10T19:15:00.000Z","1765"
"2023-08-10T19:15:00.000Z","2023-08-10T19:30:00.000Z","1765"
"2023-08-10T19:30:00.000Z","2023-08-10T19:45:00.000Z","1924"
"2023-08-10T19:45:00.000Z","2023-08-10T20:00:00.000Z","1924"
"2023-08-10T20:00:00.000Z","2023-08-10T20:15:00.000Z","2245"
"2023-08-10T20:15:00.000Z","2023-08-10T20:30:00.000Z","2245"
"2023-08-10T20:30:00.000Z","2023-08-10T20:45:00.000Z","2312"
"2023-08-10T20:45:00.000Z","2023-08-10T21:00:00.000Z","2312"
"2023-08-10T21:00:00.000Z","2023-08-10T21:15:00.000Z","2484"
"2023-08-10T21:15:00.000Z","2023-08-10T21:30:00.000Z","2484"
"2023-08-10T21:30:00.000Z","2023-08-10T21:45:00.000Z","2641"
"2023-08-10T21:45:00.000Z","2023-08-10T22:00:00.000Z","2641"
"2023-08-10T22:00:00.000Z","2023-08-10T22:15:00.000Z","2452"
"2023-08-10T22:15:00.000Z","2023-08-10T22:30:00.000Z","2452"
"2023-08-10T22:30:00.000Z","2023-08-10T22:45:00.000Z","2505"
"2023-08-10T22:45:00.000Z","2023-08-10T23:00:00.000Z","2505"
"2023-08-10T23:00:00.000Z","2023-08-10T23:15:00.000Z","2532"
"2023-08-10T23:15:00.000Z","2023-08-10T23:30:00.000Z","2532"
"2023-08-10T23:30:00.000Z","2023-08-10T23:45:00.000Z","2492"
"2023-08-10T23:45:00.000Z","2023-08-11T00:00:00.000Z","2492"
"2023-08-11T00:00:00.000Z","2023-08-11T00:15:00.000Z","2524"
"2023-08-11T00:15:00.000Z","2023-08-11T00:30:00.000Z","2524"
"2023-08-11T00:30:00.000Z","2023-08-11T00:45:00.000Z","2527"
"2023-08-11T00:45:00.000Z","2023-08-11T01:00:00.000Z","2527"
"2023-08-11T01:00:00.000Z","2023-08-11T01:15:00.000Z","2440"
"2023-08-11T01:15:00.000Z","2023-08-11T01:30:00.000Z","2440"
"2023-08-11T01:30:00.000Z","2023-08-11T01:45:00.000Z","2433"
"2023-08-11T01:45:00.000Z","2023-08-11T02:00:00.000Z","2433"
"2023-08-11T02:00:00.000Z","2023-08-11T02:15:00.000Z","2500"
"2023-08-11T02:15:00.000Z","2023-08-11T02:30:00.000Z","2500"
"2023-08-11T02:30:00.000Z","2023-08-11T02:45:00.000Z","2553"
"2023-08-11T02:45:00.000Z","2023-08-11T03:00:00.000Z","2553"
"2023-08-11T03:00:00.000Z","2023-08-11T03:15:00.000Z","2567"
"2023-08-11T03:15:00.000Z","2023-08-11T03:30:00.000Z","2567"
"2023-08-11T03:30:00.000Z","2023-08-11T03:45:00.000Z","2486"
"2023-08-11T03:45:00.000Z","2023-08-11T04:00:00.000Z","2486"
"2023-08-11T04:00:00.000Z","2023-08-11T04:15:00.000Z","2335"
"2023-08-11T04:15:00.000Z","2023-08-11T04:30:00.000Z","2335"
"2023-08-11T04:30:00.000Z","2023-08-11T04:45:00.000Z","1994"
"2023-08-11T04:45:00.000Z","2023-08-11T05:00:00.000Z","1994"
"2023-08-11T05:00:00.000Z","2023-08-11T05:15:00.000Z","1799"
"2023-08-11T05:15:00.000Z","2023-08-11T05:30:00.000Z","1799"
"2023-08-11T05:30:00.000Z","2023-08-11T05:45:00.000Z","1634"
"2023-08-11T05:45:00.000Z","2023-08-11T06:00:00.000Z","1634"
"2023-08-11T06:00:00.000Z","2023-08-11T06:15:00.000Z","1561"
"2023-08-11T06:15:00.000Z","2023-08-11T06:30:00.000Z","1561"
"2023-08-11T06:30:00.000Z","2023-08-11T06:45:00.000Z","1571"
"2023-08-11T06:45:00.000Z","2023-08-11T07:00:00.000Z","1571"
"2023-08-11T07:00:00.000Z","2023-08-11T07:15:00.000Z","1581"
"2023-08-11T07:15:00.000Z","2023-08-11T07:30:00.000Z","1581"
"2023-08-11T07:30:00.000Z","2023-08-11T07:45:00.000Z","1622"
"2023-08-11T07:45:00.000Z","2023-08-11T08:00:00.000Z","1622"
"2023-08-11T08:00:00.000Z","2023-08-11T08:15:00.000Z","1635"
"2023-08-11T08:15:00.000Z","2023-08-11T08:30:00.000Z","1635"
"2023-08-11T08:30:00.000Z","2023-08-11T08:45:00.000Z","1666"
"2023-08-11T08:45:00.000Z","2023-08-11T09:00:00.000Z","1666"
"2023-08-11T09:00:00.000Z","2023-08-11T09:15:00.000Z","1787"
"2023-08-11T09:15:00.000Z","2023-08-11T09:30:00.000Z","1787"
"2023-08-11T09:30:00.000Z","2023-08-11T09:45:00.000Z","1769"
"2023-08-11T09:45:00.000Z","2023-08-11T10:00:00.000Z","1769"
"2023-08-11T10:00:00.000Z","2023-08-11T10:15:00.000Z","1892"
"2023-08-11T10:15:00.000Z","2023-08-11T10:30:00.000Z","1892"
"2023-08-11T10:30:00.000Z","2023-08-11T10:45:00.000Z","1913"
"2023-08-11T10:45:00.000Z","2023-08-11T11:00:00.000Z","1913"
"2023-08-11T11:00:00.000Z","2023-08-11T11:15:00.000Z","2050"
"2023-08-11T11:15:00.000Z","2023-08-11T11:30:00.000Z","2050"
"2023-08-11T11:30:00.000Z","2023-08-11T11:45:00.000Z","2049"
"2023-08-11T11:45:00.000Z","2023-08-11T12:00:00.000Z","2049"
"2023-08-11T12:00:00.000Z","2023-08-11T12:15:00.000Z","2037"
"2023-08-11T12:15:00.000Z","2023-08-11T12:30:00.000Z","2037"
"2023-08-11T12:30:00.000Z","2023-08-11T12:45:00.000Z","1976"
"2023-08-11T12:45:00.000Z","2023-08-11T13:00:00.000Z","1976"
"2023-08-11T13:00:00.000Z","2023-08-11T13:15:00.000Z","1892"
"2023-08-11T13:15:00.000Z","2023-08-11T13:30:00.000Z","1892"
"2023-08-11T13:30:00.000Z","2023-08-11T13:45:00.000Z","1852"
"2023-08-11T13:45:00.000Z","2023-08-11T14:00:00.000Z","1852"
"2023-08-11T14:00:00.000Z","2023-08-11T14:15:00.000Z","1751"
"2023-08-11T14:15:00.000Z","2023-08-11T14:30:00.000Z","1751"
"2023-08-11T14:30:00.000Z","2023-08-11T14:45:00.000Z","1713"
"2023-08-11T14:45:00.000Z","2023-08-11T15:00:00.000Z","1713"
"2023-08-11T15:00:00.000Z","2023-08-11T15:15:00.000Z","1781"
"2023-08-11T15:15:00.000Z","2023-08-11T15:30:00.000Z","1781"
"2023-08-11T15:30:00.000Z","2023-08-11T15:45:00.000Z","1574"
"2023-08-11T15:45:00.000Z","2023-08-11T16:00:00.000Z","1574"
"2023-08-11T16:00:00.000Z","2023-08-11T16:15:00.000Z","1339"
"2023-08-11T16:15:00.000Z","2023-08-11T16:30:00.000Z","1339"
"2023-08-11T16:30:00.000Z","2023-08-11T16:45:00.000Z","469"
"2023-08-11T16:45:00.000Z","2023-08-11T17:00:00.000Z","469"
"2023-08-11T17:00:00.000Z","2023-08-11T17:15:00.000Z","469"
"2023-08-11T17:15:00.000Z","2023-08-11T17:30:00.000Z","469"
"2023-08-11T17:30:00.000Z","2023-08-11T17:45:00.000Z","469"
"2023-08-11T17:45:00.000Z","2023-08-11T18:00:00.000Z","469"
"2023-08-11T18:00:00.000Z","2023-08-11T18:15:00.000Z","469"
"2023-08-11T18:15:00.000Z","2023-08-11T18:30:00.000Z","469"
"2023-08-11T18:30:00.000Z","2023-08-11T18:45:00.000Z","469"
"2023-08-11T18:45:00.000Z","2023-08-11T19:00:00.000Z","469"
"2023-08-11T19:00:00.000Z","2023-08-11T19:15:00.000Z","469"
"2023-08-11T19:15:00.000Z","2023-08-11T19:30:00.000Z","469"
"2023-08-11T19:30:00.000Z","2023-08-11T19:45:00.000Z","469"
"2023-08-11T19:45:00.000Z","2023-08-11T20:00:00.000Z","469"
"2023-08-11T20:00:00.000Z","2023-08-11T20:15:00.000Z","469"
"2023-08-11T20:15:00.000Z","2023-08-11T20:30:00.000Z","469"
"2023-08-11T20:30:00.000Z","2023-08-11T20:45:00.000Z","469"
"2023-08-11T20:45:00.000Z","2023-08-11T21:00:00.000Z","469"
"2023-08-11T21:00:00.000Z","2023-08-11T21:15:00.000Z","469"
"2023-08-11T21:15:00.000Z","2023-08-11T21:30:00.000Z","469"
"2023-08-11T21:30:00.000Z","2023-08-11T21:45:00.000Z","469"
"2023-08-11T21:45:00.000Z","2023-08-11T22:00:00.000Z","469"
"2023-08-11T22:00:00.000Z","2023-08-11T22:15:00.000Z","469"
"2023-08-11T22:15:00.000Z","2023-08-11T22:30:00.000Z","469"
"2023-08-11T22:30:00.000Z","2023-08-11T22:45:00.000Z","469"
"2023-08-11T22:45:00.000Z","2023-08-11T23:00:00.000Z","469"
"2023-08-11T23:00:00.000Z","2023-08-11T23:15:00.000Z","469"
"2023-08-11T23:15:00.000Z","2023-08-11T23:30:00.000Z","469"
"2023-08-11T23:30:00.000Z","2023-08-11T23:45:00.000Z","469"
"2023-08-11T23:45:00.000Z","2023-08-12T00:00:00.000Z","469"
"2023-08-12T00:00:00.000Z","2023-08-12T00:15:00.000Z","469"
"2023-08-12T00:15:00.000Z","2023-08-12T00:30:00.000Z","469"
"2023-08-12T00:30:00.000Z","2023-08-12T00:45:00.000Z","469"
"2023-08-12T00:45:00.000Z","2023-08-12T01:00:00.000Z","469"
"2023-08-12T01:00:00.000Z","2023-08-12T01:15:00.000Z","469"
"2023-08-12T01:15:00.000Z","2023-08-12T01:30:00.000Z","469"
"2023-08-12T01:30:00.000Z","2023-08-12T01:45:00.000Z","469"
"2023-08-12T01:45:00.000Z","2023-08-12T02:00:00.000Z","469"
"2023-08-12T02:00:00.000Z","2023-08-12T02:15:00.000Z","469"
"2023-08-12T02:15:00.000Z","2023-08-12T02:30:00.000Z","469"
"2023-08-12T02:30:00.000Z","2023-08-12T02:45:00.000Z","469"
"2023-08-12T02:45:00.000Z","2023-08-12T03:00:00.000Z","469"
"2023-08-12T03:00:00.000Z","2023-08-12T03:15:00.000Z","469"
"2023-08-12T03:15:00.000Z","2023-08-12T03:30:00.000Z","469"
"2023-08-12T03:30:00.000Z","2023-08-12T03:45:00.000Z","469"
"2023-08-12T03:45:00.000Z","2023-08-12T04:00:00.000Z","469"
"2023-08-12T04:00:00.000Z","2023-08-12T04:15:00.000Z","469"
"2023-08-12T04:15:00.000Z","2023-08-12T04:30:00.000Z","469"
"2023-08-12T04:30:00.000Z","2023-08-12T04:45:00.000Z","469"
"2023-08-12T04:45:00.000Z","2023-08-12T05:00:00.000Z","469"
"2023-08-12T05:00:00.000Z","2023-08-12T05:15:00.000Z","469"
"2023-08-12T05:15:00.000Z","2023-08-12T05:30:00.000Z","469"
"2023-08-12T05:30:00.000Z","2023-08-12T05:45:00.000Z","469"
"2023-08-12T05:45:00.000Z","2023-08-12T06:00:00.000Z","469"
"2023-08-12T06:00:00.000Z","2023-08-12T06:15:00.000Z","469"
"2023-08-12T06:15:00.000Z","2023-08-12T06:30:00.000Z","469"
"2023-08-12T06:30:00.000Z","2023-08-12T06:45:00.000Z","469"
"2023-08-12T06:45:00.000Z","2023-08-12T07:00:00.000Z","469"
"2023-08-12T07:00:00.000Z","2023-08-12T07:15:00.000Z","469"
"2023-08-12T07:15:00.000Z","2023-08-12T07:30:00.000Z","469"
"2023-08-12T07:30:00.000Z","2023-08-12T07:45:00.000Z","469"
"2023-08-12T07:45:00.000Z","2023-08-12T08:00:00.000Z","469"
"2023-08-12T08:00:00.000Z","2023-08-12T08:15:00.000Z","469"
"2023-08-12T08:15:00.000Z","2023-08-12T08:30:00.000Z","469"
"2023-08-12T08:30:00.000Z","2023-08-12T08:45:00.000Z","469"
"2023-08-12T08:45:00.000Z","2023-08-12T09:00:00.000Z","469"
"2023-08-12T09:00:00.000Z","2023-08-12T09:15:00.000Z","469"
"2023-08-12T09:15:00.000Z","2023-08-12T09:30:00.000Z","469"
"2023-08-12T09:30:00.000Z","2023-08-12T09:45:00.000Z","469"
"2023-08-12T09:45:00.000Z","2023-08-12T10:00:00.000Z","469"
"2023-08-12T10:00:00.000Z","2023-08-12T10:15:00.000Z","469"
"2023-08-12T10:15:00.000Z","2023-08-12T10:30:00.000Z","469"
"2023-08-12T10:30:00.000Z","2023-08-12T10:45:00.000Z","469"
"2023-08-12T10:45:00.000Z","2023-08-12T11:00:00.000Z","469"
"2023-08-12T11:00:00.000Z","2023-08-12T11:15:00.000Z","469"
"2023-08-12T11:15:00.000Z","2023-08-12T11:30:00.000Z","469"
"2023-08-12T11:30:00.000Z","2023-08-12T11:45:00.000Z","469"
"2023-08-12T11:45:00.000Z","2023-08-12T12:00:00.000Z","469"
"2023-08-12T12:00:00.000Z","2023-08-12T12:15:00.000Z","469"
"2023-08-12T12:15:00.000Z","2023-08-12T12:30:00.000Z","469"
"2023-08-12T12:30:00.000Z","2023-08-12T12:45:00.000Z","469"
"2023-08-12T12:45:00.000Z","2023-08-12T13:00:00.000Z","469"
"2023-08-12T13:00:00.000Z","2023-08-12T13:15:00.000Z","469"
"2023-08-12T13:15:00.000Z","2023-08-12T13:30:00.000Z","469"
"2023-08-12T13:30:00.000Z","2023-08-12T13:45:00.000Z","469"
"2023-08-12T13:45:00.000Z","2023-08-12T14:00:00.000Z","469"
"2023-08-12T14:00:00.000Z","2023-08-12T14:15:00.000Z","469"
"2023-08-12T14:15:00.000Z","2023-08-12T14:30:00.000Z","469"
"2023-08-12T14:30:00.000Z","2023-08-12T14:45:00.000Z","469"
"2023-08-12T14:45:00.000Z","2023-08-12T15:00:00.000Z","469"
"2023-08-12T15:00:00.000Z","2023-08-12T15:15:00.000Z","469"
"2023-08-12T15:15:00.000Z","2023-08-12T15:30:00.000Z","469"
"2023-08-12T15:30:00.000Z","2023-08-12T15:45:00.000Z","469"
"2023-08-12T15:45:00.000Z","2023-08-12T16:00:00.000Z","469"
"2023-08-12T16:00:00.000Z","2023-08-12T16:15:00.000Z","469"
"2023-08-12T16:15:00.000Z","2023-08-12T16:30:00.000Z","469"
"2023-08-12T16:30:00.000Z","2023-08-12T16:45:00.000Z","469"
"2023-08-12T16:45:00.000Z","2023-08-12T17:00:00.000Z","469"
"2023-08-12T17:00:00.000Z","2023-08-12T17:15:00.000Z","469"
"2023-08-12T17:15:00.000Z","2023-08-12T17:30:00.000Z","469"
"2023-08-12T17:30:00.000Z","2023-08-12T17:45:00.000Z","469"
"2023-08-12T17:45:00.000Z","2023-08-12T18:00:00.000Z","469"
"2023-08-12T18:00:00.000Z","2023-08-12T18:15:00.000Z","469"
"2023-08-12T18:15:00.000Z","2023-08-12T18:30:00.000Z","469"
"2023-08-12T18:30:00.000Z","2023-08-12T18:45:00.000Z","469"
"2023-08-12T18:45:00.000Z","2023-08-12T19:00:00.000Z","469"
"2023-08-12T19:00:00.000Z","2023-08-12T19:15:00.000Z","469"
"2023-08-12T19:15:00.000Z","2023-08-12T19:30:00.000Z","469"
"2023-08-12T19:30:00.000Z","2023-08-12T19:45:00.000Z","469"
"2023-08-12T19:45:00.000Z","2023-08-12T20:00:00.000Z","469"
"2023-08-12T20:00:00.000Z","2023-08-12T20:15:00.000Z","469"
"2023-08-12T20:15:00.000Z","2023-08-12T20:30:00.000Z","469"
"2023-08-12T20:30:00.000Z","2023-08-12T20:45:00.000Z","469"
"2023-08-12T20:45:00.000Z","2023-08-12T21:00:00.000Z","469"
"2023-08-12T21:00:00.000Z","2023-08-12T21:15:00.000Z","469"
"2023-08-12T21:15:00.000Z","2023-08-12T21:30:00.000Z","469"
"2023-08-12T21:30:00.000Z","2023-08-12T21:45:00.000Z","469"
"2023-08-12T21:45:00.000Z","2023-08-12T22:00:00.000Z","469"
"2023-08-12T22:00:00.000Z","2023-08-12T22:15:00.000Z","469"
"2023-08-12T22:15:00.000Z","2023-08-12T22:30:00.000Z","469"
"2023-08-12T22:30:00.000Z","2023-08-12T22:45:00.000Z","469"
"2023-08-12T22:45:00.000Z","2023-08-12T23:00:00.000Z","469"
"2023-08-12T23:00:00.000Z","2023-08-12T23:15:00.000Z","469"
"2023-08-12T23:15:00.000Z","2023-08-12T23:30:00.000Z","469"
"2023-08-12T23:30:00.000Z","2023-08-12T23:45:00.000Z","469"
"2023-08-12T23:45:00.000Z","2023-08-13T00:00:00.000Z","469"
"2023-08-13T00:00:00.000Z","2023-08-13T00:15:00.000Z","469"
"2023-08-13T00:15:00.000Z","2023-08-13T00:30:00.000Z","469"
"2023-08-13T00:30:00.000Z","2023-08-13T00:45:00.000Z","469"
"2023-08-13T00:45:00.000Z","2023-08-13T01:00:00.000Z","469"
"2023-08-13T01:00:00.000Z","2023-08-13T01:15:00.000Z","469"
"2023-08-13T01:15:00.000Z","2023-08-13T01:30:00.000Z","469"
"2023-08-13T01:30:00.000Z","2023-08-13T01:45:00.000Z","469"
"2023-08-13T01:45:00.000Z","2023-08-13T02:00:00.000Z","469"
"2023-08-13T02:00:00.000Z","2023-08-13T02:15:00.000Z","469"
"2023-08-13T02:15:00.000Z","2023-08-13T02:30:00.000Z","469"
"2023-08-13T02:30:00.000Z","2023-08-13T02:45:00.000Z","469"
"2023-08-13T02:45:00.000Z","2023-08-13T03:00:00.000Z","469"
"2023-08-13T03:00:00.000Z","2023-08-13T03:15:00.000Z","469"
"2023-08-13T03:15:00.000Z","2023-08-13T03:30:00.000Z","469"
"2023-08-13T03:30:00.000Z","2023-08-13T03:45:00.000Z","469"
"2023-08-13T03:45:00.000Z","2023-08-13T04:00:00.000Z","469"
"2023-08-13T04:00:00.000Z","2023-08-13T04:15:00.000Z","469"
"2023-08-13T04:15:00.000Z","2023-08-13T04:30:00.000Z","469"
"2023-08-13T04:30:00.000Z","2023-08-13T04:45:00.000Z","469"
"2023-08-13T04:45:00.000Z","2023-08-13T05:00:00.000Z","469"
"2023-08-13T05:00:00.000Z","2023-08-13T05:15:00.000Z","469"
"2023-08-13T05:15:00.000Z","2023-08-13T05:30:00.000Z","469"
"2023-08-13T05:30:00.000Z","2023-08-13T05:45:00.000Z","469"
"2023-08-13T05:45:00.000Z","2023-08-13T06:00:00.000Z","469"
"2023-08-13T06:00:00.000Z","2023-08-13T06:15:00.000Z","469"
"2023-08-13T06:15:00.000Z","2023-08-13T06:30:00.000Z","469"
"2023-08-13T06:30:00.000Z","2023-08-13T06:45:00.000Z","469"
"2023-08-13T06:45:00.000Z","2023-08-13T07:00:00.000Z","469"
"2023-08-13T07:00:00.000Z","2023-08-13T07:15:00.000Z","469"
"2023-08-13T07:15:00.000Z","2023-08-13T07:30:00.000Z","469"
"2023-08-13T07:30:00.000Z","2023-08-13T07:45:00.000Z","469"
"2023-08-13T07:45:00.000Z","2023-08-13T08:00:00.000Z","469"
"2023-08-13T08:00:00.000Z","2023-08-13T08:15:00.000Z","469"
"2023-08-13T08:15:00.000Z","2023-08-13T08:30:00.000Z","469"
"2023-08-13T08:30:00.000Z","2023-08-13T08:45:00.000Z","469"
"2023-08-13T08:45:00.000Z","2023-08-13T09:00:00.000Z","469"
"2023-08-13T09:00:00.000Z","2023-08-13T09:15:00.000Z","469"
"2023-08-13T09:15:00.000Z","2023-08-13T09:30:00.000Z","469"
"2023-08-13T09:30:00.000Z","2023-08-13T09:45:00.000Z","469"
"2023-08-13T09:45:00.000Z","2023-08-13T10:00:00.000Z","469"
"2023-08-13T10:00:00.000Z","2023-08-13T10:15:00.000Z","469"
"2023-08-13T10:15:00.000Z","2023-08-13T10:30:00.000Z","469"
"2023-08-13T10:30:00.000Z","2023-08-13T10:45:00.000Z","469"
"2023-08-13T10:45:00.000Z","2023-08-13T11:00:00.000Z","469"
"2023-08-13T11:00:00.000Z","2023-08-13T11:15:00.000Z","469"
"2023-08-13T11:15:00.000Z","2023-08-13T11:30:00.000Z","469"
"2023-08-13T11:30:00.000Z","2023-08-13T11:45:00.000Z","469"
"2023-08-13T11:45:00.000Z","2023-08-13T12:00:00.000Z","469"
"2023-08-13T12:00:00.000Z","2023-08-13T12:15:00.000Z","469"
"2023-08-13T12:15:00.000Z","2023-08-13T12:30:00.000Z","469"
"2023-08-13T12:30:00.000Z","2023-08-13T12:45:00.000Z","469"
"2023-08-13T12:45:00.000Z","2023-08-13T13:00:00.000Z","469"
"2023-08-13T13:00:00.000Z","2023-08-13T13:15:00.000Z","469"
"2023-08-13T13:15:00.000Z","2023-08-13T13:30:00.000Z","469"
"2023-08-13T13:30:00.000Z","2023-08-13T13:45:00.000Z","469"
"2023-08-13T13:45:00.000Z","2023-08-13T14:00:00.000Z","469"
"2023-08-13T14:00:00.000Z","2023-08-13T14:15:00.000Z","469"
"2023-08-13T14:15:00.000Z","2023-08-13T14:30:00.000Z","469"
"2023-08-13T14:30:00.000Z","2023-08-13T14:45:00.000Z","469"
"2023-08-13T14:45:00.000Z","2023-08-13T15:00:00.000Z","469"
"2023-08-13T15:00:00.000Z","2023-08-13T15:15:00.000Z","469"
"2023-08-13T15:15:00.000Z","2023-08-13T15:30:00.000Z","469"
"2023-08-13T15:30:00.000Z","2023-08-13T15:45:00.000Z","469"
"2023-08-13T15:45:00.000Z","2023-08-13T16:00:00.000Z","469"
"2023-08-13T16:00:00.000Z","2023-08-13T16:15:00.000Z","469"
"2023-08-13T16:15:00.000Z","2023-08-13T16:30:00.000Z","469"
"2023-08-13T16:30:00.000Z","2023-08-13T16:45:00.000Z","469"
"2023-08-13T16:45:00.000Z","2023-08-13T17:00:00.000Z","469"
"2023-08-13T17:00:00.000Z","2023-08-13T17:15:00.000Z","469"
"2023-08-13T17:15:00.000Z","2023-08-13T17:30:00.000Z","469"
"2023-08-13T17:30:00.000Z","2023-08-13T17:45:00.000Z","469"
"2023-08-13T17:45:00.000Z","2023-08-13T18:00:00.000Z","469"
"2023-08-13T18:00:00.000Z","2023-08-13T18:15:00.000Z","469"
"2023-08-13T18:15:00.000Z","2023-08-13T18:30:00.000Z","469"
"2023-08-13T18:30:00.000Z","2023-08-13T18:45:00.000Z","469"
"2023-08-13T18:45:00.000Z","2023-08-13T19:00:00.000Z","469"
"2023-08-13T19:00:00.000Z","2023-08-13T19:15:00.000Z","469"
"2023-08-13T19:15:00.000Z","2023-08-13T19:30:00.000Z","469"
"2023-08-13T19:30:00.000Z","2023-08-13T19:45:00.000Z","469"
"2023-08-13T19:45:00.000Z","2023-08-13T20:00:00.000Z","469"
"2023-08-13T20:00:00.000Z","2023-08-13T20:15:00.000Z","469"
"2023-08-13T20:15:00.000Z","2023-08-13T20:30:00.000Z","469"
"2023-08-13T20:30:00.000Z","2023-08-13T20:45:00.000Z","469"
"2023-08-13T20:45:00.000Z","2023-08-13T21:00:00.000Z","469"
"2023-08-13T21:00:00.000Z","2023-08-13T21:15:00.000Z","469"
"2023-08-13T21:15:00.000Z","2023-08-13T21:30:00.000Z","469"
"2023-08-13T21:30:00.000Z","2023-08-13T21:45:00.000Z","469"
"2023-08-13T21:45:00.000Z","2023-08-13T22:00:00.000Z","469"
"2023-08-13T22:00:00.000Z","2023-08-13T22:15:00.000Z","469"
"2023-08-13T22:15:00.000Z","2023-08-13T22:30:00.000Z","469"
"2023-08-13T22:30:00.000Z","2023-08-13T22:45:00.000Z","469"
"2023-08-13T22:45:00.000Z","2023-08-13T23:00:00.000Z","469"
"2023-08-13T23:00:00.000Z","2023-08-13T23:15:00.000Z","469"
"2023-08-13T23:15:00.000Z","2023-08-13T23:30:00.000Z","469"
"2023-08-13T23:30:00.000Z","2023-08-13T23:45:00.000Z","469"
"2023-08-13T23:45:00.000Z","2023-08-14T00:00:00.000Z","469"
"2023-08-14T00:00:00.000Z","2023-08-14T00:15:00.000Z","469"
"2023-08-14T00:15:00.000Z","2023-08-14T00:30:00.000Z","469"
"2023-08-14T00:30:00.000Z","2023-08-14T00:45:00.000Z","469"
"2023-08-14T00:45:00.000Z","2023-08-14T01:00:00.000Z","469"
"2023-08-14T01:00:00.000Z","2023-08-14T01:15:00.000Z","469"
"2023-08-14T01:15:00.000Z","2023-08-14T01:30:00.000Z","469"
"2023-08-14T01:30:00.000Z","2023-08-14T01:45:00.000Z","469"
"2023-08-14T01:45:00.000Z","2023-08-14T02:00:00.000Z","469"
"2023-08-14T02:00:00.000Z","2023-08-14T02:15:00.000Z","469"
"2023-08-14T02:15:00.000Z","2023-08-14T02:30:00.000Z","469"
"2023-08-14T02:30:00.000Z","2023-08-14T02:45:00.000Z","469"
"2023-08-14T02:45:00.000Z","2023-08-14T03:00:00.000Z","469"
"2023-08-14T03:00:00.000Z","2023-08-14T03:15:00.000Z","469"
"2023-08-14T03:15:00.000Z","2023-08-14T03:30:00.000Z","469"
"2023-08-14T03:30:00.000Z","2023-08-14T03:45:00.000Z","469"
"2023-08-14T03:45:00.000Z","2023-08-14T04:00:00.000Z","469"
"2023-08-14T04:00:00.000Z","2023-08-14T04:15:00.000Z","469"
"2023-08-14T04:15:00.000Z","2023-08-14T04:30:00.000Z","469"
"2023-08-14T04:30:00.000Z","2023-08-14T04:45:00.000Z","469"
"2023-08-14T04:45:00.000Z","2023-08-14T05:00:00.000Z","469"
"2023-08-14T05:00:00.000Z","2023-08-14T05:15:00.000Z","469"
"2023-08-14T05:15:00.000Z","2023-08-14T05:30:00.000Z","469"
"2023-08-14T05:30:00.000Z","2023-08-14T05:45:00.000Z","469"
